"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"Tommy Hilfiger Prep Club Wallet-Continental Wallet-Geometric Jacquard Navy/White One Size","5446550","6392205","","","","","-","","B0912QMKZZ","0008763432366","008763432366","","Tommy Hilfiger","no"
"Tommy Hilfiger Women's Zipped Wallet with Multiple Compartments, Multicolore, Taille unique, American","1010246","2059954","$ 55.49","1","$ 48.00","$ 48.09","A2EQ9GJOHLLR6T","3","B0BJMRF7CD","0008763485829","008763485829","","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Button Down Shirt in Custom Fit, Peacoat Blue, Small","1189631","1207453","$ 53.99","1","$ 53.99","$ 53.99","A1VB1EYNTDWCN4","1","B08542KLL3","0008763541440","008763541440","B0D3V7CWZ1","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Stretch Waistband Shorts, Tommy White, XXL","434332","435032","$ 39.99","2","$ 39.99","$ 39.99","A3IX9KRU50AS45","1","B084YYMMBT","0008763574974","008763574974","B084ZRNM6W","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Stretch Waistband Shorts, Barely Pink, XXL","456598","447386","$ 22.51","5","$ 22.51","$ 22.51","ACTZ4HD4YIH8O","1","B084YQYPNK","0008763575322","008763575322","B084ZRNM6W","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Signature Stripe Graphic T-Shirt, Golden Rod, XL","22802","19612","$ 23.99","56","$ 23.99","$ 23.39","AM6N2HFGPSJN8","1","B08B46GNRN","0008763659961","008763659961","B0B15MDJKQ","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Long Sleeve Logo Crewneck Sweatshirt, Bright White-pt, XXL","763176","619921","$ 78.17","1","$ 78.17","$ 78.76","-","2","B08C2666QZ","0008763666334","008763666334","B0D3TZ56K7","Tommy Hilfiger","no"
"Tommy Hilfiger mens Tommy Jeans Short Sleeve Logo T Shirt, Bright White, Medium US","902621","929944","","","","$ 46.69","-","","B08B475HCN","0008763669328","008763669328","B0D3V2D2FG","TOMMY HILFIGER","no"
"Tommy Hilfiger mens Essential Flag Logo T-shirt Polo Shirt, Th Deep Black, Medium US","760428","761530","$ 34.99","2","$ 34.99","$ 34.99","A1VB1EYNTDWCN4","1","B08B4872T7","0008763674247","008763674247","B08B4P92KV","Tommy Hilfiger","no"
"Tommy Hilfiger mens Short Sleeve Graphic T-shirt Polo Shirt, Th Deep Black, X-Large US","739299","730424","$ 32.99","3","$ 32.99","$ 32.99","A1VB1EYNTDWCN4","1","B08B482GJ3","0008763674261","008763674261","B08B4P92KV","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Essential Flag Logo T-Shirt, Tommy Blue, XL","823423","765812","$ 35.00","1","$ 35.00","$ 35.00","A1VB1EYNTDWCN4","1","B08DFPBKFP","0008763674339","008763674339","B08B4P92KV","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Long Sleeve Button Down Shirt in Classic Fit, Bright White Tartan, XS","2121560","763726","","","$ 139.62","$ 139.62","A20FLYA0IW2L9O","1","B08C2RCP1B","0008763680248","008763680248","B09WC21TV8","Tommy Hilfiger","no"
"Tommy Hilfiger mens Tommy Hilfiger Men's Stripe Crewneck Sweater, Rhubarb, XX-Large US","1231741","1141889","$ 58.43","1","$ 58.43","$ 58.43","AM6N2HFGPSJN8","1","B08B47WN83","0008763682402","008763682402","B08B4NC9GJ","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Solid Crewneck Sweater, B65 Charcoal Grey Heather, SM","261700","221119","$ 59.91","1","$ 59.91","$ 59.91","A1DYJ8CF8LYLRQ","1","B08C271RCP","0008763695259","008763695259","B07XV5L2S7","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Solid Crewneck Sweater, Charcoal Grey Heather, X-Large","260172","217105","$ 42.58","10","$ 42.58","$ 42.58","AM6N2HFGPSJN8","1","B08C2HQ4FX","0008763695280","008763695280","B07XV5L2S7","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Solid Crewneck Sweater, Charcoal Grey Heather, XX-Large","281271","229243","$ 43.43","4","$ 43.43","$ 43.43","AM6N2HFGPSJN8","1","B08C2G22B9","0008763695297","008763695297","B07XV5L2S7","Tommy Hilfiger","no"
"Tommy Hilfiger Men's 6 Pocket Stretch Cotton Cargo Shorts, Sky Captain, 30","129496","144067","$ 51.36","1","$ 51.36","$ 44.06","A21DCI9AZG67JU","1","B08PQ3ND7Y","0008763815671","008763815671","B0C69Y69FP","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Casual Button Down Shirt in Classic Fit, Sky Captain, Small","58808","67140","$ 58.49","1","$ 58.49","$ 58.53","APV6T4RKTKPW0","1","B08PW57Y29","0008763824765","008763824765","B0CM1KQZKD","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Casual Button-Down Shirt in Classic Fit, Tigerlily, Medium","783386","307892","$ 54.99","1","$ 54.99","$ 54.99","A1VB1EYNTDWCN4","1","B08PW65N79","0008763824918","008763824918","B0CLSS91PX","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Jogger Sweatpants, Fleet Blue Heather, XXL","1031359","436105","","","$ 75.00","$ 75.00","A3MXVU2Y0BWEIR","1","B08PQ3CFS2","0008763831367","008763831367","B0BKCQMYK2","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Big and Tall Iconic Long Sleeve Button Down Shirt in Custom Fit, Hydrangea Blue, 2XL-TL","1877338","3032564","","","","","-","","B08PW5XK7N","0008763832494","008763832494","B0D3V2M8VR","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Iconic Long Sleeve Button Down Shirt in Custom Fit, Light Chambray WASH, Large","2726728","2875443","","","","$ 53.17","-","","B08PW3YF58","0008763858470","008763858470","B0D3TYYXL6","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Mini Flag Classic Baseball Cap, Sky Captain, OS","686098","447837","","","","$ 88.13","-","","B08R5DMY1G","0008763869940","008763869940","","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Long Sleeve Crewneck Cotton T-Shirt, BRIGHT WHITE, X-Large","900433","721429","","","$ 58.34","$ 58.34","-","1","B08PW6BLBY","0008763899800","008763899800","B0D3T1JYMH","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, Small","53545","53013","$ 59.99","30","$ 54.99","$ 60.81","A2PDTOPRYPQ02I","2","B08PW64834","0008763899985","008763899985","B0C6H6845X","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, Medium","55419","52282","$ 56.44","30","$ 49.99","$ 56.44","A2PDTOPRYPQ02I, A48T25DC7FFOI","2","B08PW6HGTB","0008763899992","008763899992","B0C6H6845X","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, Large","56006","51968","$ 56.44","30","$ 49.99","$ 56.44","A2PDTOPRYPQ02I, A48T25DC7FFOI","2","B08PW5NQ3W","0008763900001","008763900001","B0C6H6845X","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, 2X-Large","54152","52421","$ 59.99","20","$ 54.99","$ 60.80","A2PDTOPRYPQ02I","2","B08PW46XSF","0008763900025","008763900025","B0C6H6845X","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Stretch Pique Polo Shirt in Slim Fit, Light Gray Heather, XL","120095","114540","$ 59.44","30","$ 52.99","$ 59.44","A2PDTOPRYPQ02I, A48T25DC7FFOI","3","B08YLYLVSS","0008763904733","008763904733","B07Y44PF8R","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Stretch Pique Polo Shirt in Slim Fit, Yellow IRIS, XX-Large","121740","116671","","","","$ 63.63","-","","B08PW5VTMS","0008763904955","008763904955","B07Y44PF8R","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Stretch Pique Polo Shirt in Slim Fit, Bright White, X-Large","120331","111960","$ 60.44","2","$ 53.99","$ 60.44","A48T25DC7FFOI","2","B08PW5TXJ2","0008763905433","008763905433","B07Y44PF8R","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Short Sleeve Stretch Pique Polo Shirt in Slim Fit, Tommy Red, X-Small","119632","114528","","","$ 54.99","$ 61.44","A48T25DC7FFOI","2","B08PW727HT","0008763905532","008763905532","B07Y44PF8R","Tommy Hilfiger","yes"
"Tommy Hilfiger Large-Medium Envelope Wallet-Mini Geometric Jacquard Navy/White/Cognac One Size","4082335","3124792","$ 46.63","5","$ 39.98","$ 46.63","A2EQ9GJOHLLR6T","1","B09129ZPKS","0008763923611","008763923611","","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Beach Shorts, Cobalt, 36","2732506","3179235","$ 51.93","2","$ 51.93","$ 51.87","A3CTYBFB5VWNCH","1","B08YLQPN1Z","0008763929385","008763929385","B09QTBPP8N","Tommy Hilfiger","no"
"Tommy Hilfiger mens Prefall Ivy Clf Polo Shirt, Rhubarb, Large US","13290","13111","","","","$ 63.44","-","","B08YLML4MC","0008763930220","008763930220","B0B2Z5MBK8","Tommy Hilfiger","no"
"Tommy Hilfiger mens Stretch Waistband Casual Shorts, Faded Fluoro, Large US","519127","487639","","","","$ 58.05","-","","B08YLJCDQ5","0008763936062","008763936062","B084ZRNM6W","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Stretch Waistband Shorts, Faded Fluoro, XXL","416542","463640","$ 21.98","3","$ 21.98","$ 21.98","ACTZ4HD4YIH8O","1","B08YLYHLM6","0008763936086","008763936086","B084ZRNM6W","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Casual Chino Shorts, Cobalt Sapphire, 32","556632","609561","","","$ 69.50","$ 75.95","A48T25DC7FFOI","1","B08YM9J9BP","0008763939506","008763939506","B09QT4YVD5","Tommy Hilfiger","yes"
"Tommy Hilfiger Men's Casual Chino Shorts, Cobalt Sapphire, 36","587877","629151","","","$ 69.50","$ 75.95","A48T25DC7FFOI","1","B08YLQH2WN","0008763939544","008763939544","B09QT4YVD5","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Casual Chino Shorts, Cobalt Sapphire, 38","541742","612820","","","$ 69.50","$ 75.95","A48T25DC7FFOI","1","B08YLSRFM5","0008763939551","008763939551","B09QT4YVD5","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Casual Chino Shorts, Cobalt Sapphire, 40","567033","607829","","","$ 69.50","$ 75.95","A48T25DC7FFOI","1","B08YLZF35Z","0008763939568","008763939568","B09QT4YVD5","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Crewneck Flag T-Shirt, Fiery RED, X-Small","168001","163965","$ 35.95","1","$ 29.50","$ 35.95","A48T25DC7FFOI","1","B08PW5BWM9","0008763958194","008763958194","B0CLT2T5M8","Tommy Hilfiger","no"
"NIKE Children's Apparel Baby Ankle Gripper Socks (3 Pairs), Red/White/Blue, 12/24M","46120","35845","$ 17.00","8","$ 17.00","$ 17.00","A2BJMCJIG5VLMZ","2","B07NH2V5LB","0009328014324","009328014324","B0CLT1JR73","Nike","no"
"Nike Jordan Baby Assorted Bodysuits 3 Pack (Rush Pink(56E779-A4Y)/Red, 3 Months)","781226","343139","","","","$ 34.46","-","","B07Z522785","0009328432609","009328432609","","Nike","no"
"NIKE Children's Apparel Boys' Little Dri-FIT Trophy Shorts, Volt, 4","114902","1721445","","","$ 38.73","$ 46.21","AF4GO035LHAA2","1","B07NH4GHJ8","0009328686439","009328686439","B0CRYKSTJX","Nike","no"
"Stainless Steel Polish & Cleaner Water Based, Champion Sprayon 17.5 oz Can, Box of 3","261528","257815","$ 36.49","14","$ 36.49","$ 36.62","AVMD6N1C1FYNB, A880U66MZ12FI","3","B07K672D56","0010228351532","010228351532","","Champion","no"
"Stainless Steel Polish & Cleaner Water Based, Champion Sprayon 17.5 oz Can, Box of 12","254342","257347","$ 75.49","3","$ 75.49","$ 75.60","A24A74MUCOH2R2","3","B07K66DY5Z","0010228351532","010228351532","","Champion","no"
"Glass Cleaner Vista Cleer Without Ammonia, Champion Sprayon, 20 oz Can, Box of 3","134264","121678","$ 24.49","10","$ 15.00","$ 17.36","A2AUGB6PX1UPPG","4","B07K65JB7B","0010228351556","010228351556","","Champion","no"
"Glass Cleaner Vista Cleer Without Ammonia, Champion Sprayon, 20 oz Can, Box of 12","130909","120854","$ 46.80","1","$ 46.69","$ 46.81","A2I5QD0ZGO10X0","7","B07K652LKS","0010228351556","010228351556","","Champion","no"
"Mulberry Metered Aerosol Refill - Case of 12","352595","359130","$ 59.99","2","$ 59.99","$ 67.06","AG1ISBWV0G81Q","8","B00F3FLURE","0010228351693","010228351693","","Champion","no"
"Champion 5189 Sprayon SprayScents, Lemon Drop, 7 oz Aerosol (Pack of 12)","215658","206971","$ 65.00","10","$ 64.45","$ 64.45","A2I5QD0ZGO10X0, AO9U65LQZY6OC","21","B00RVXV2EC","0010228351891","010228351891","","Champion","no"
"Stainless Steel Cleaner, Oil-Based Champion Sprayon 16 oz Can, Box of 3","202035","209196","$ 36.98","19","$ 36.98","$ 36.98","A34J4PT5Q9TI5R, A880U66MZ12FI","3","B07K6569HF","0010228351976","010228351976","","Champion","no"
"Tommy Hilfiger Men's Regular Fit Spread Collar Long Sleeve Dress Shirt (17-17.5x36/37, Blue White Plaid)","","","$ 42.50","","$ 42.50","","-","1","B07MXQ9KMW","0011333101753","011333101753","","Tommy Hilfiger","no"
"Tommy Hilfiger Sanders Tipped Cotton Piqué Sport Shirt M Bright White","773789","894609","$ 46.99","13","$ 46.99","$ 46.99","A2KDS9GVEE7EW3","1","B07Y5TQS3F","0011333916296","011333916296","B0D3V51LDX","Tommy Hilfiger","no"
"Tommy Hilfiger - Sanders Tipped Cotton Piqué Polo - 13H2150 - M - Navy Blazer","861721","818092","$ 46.99","13","$ 46.99","$ 46.99","A2KDS9GVEE7EW3","1","B07Y5SJ58M","0011333916357","011333916357","B0D3V51LDX","Tommy Hilfiger","no"
"Tommy Hilfiger Sanders Tipped Cotton Piqué Sport Shirt L Navy Blazer","855843","880098","$ 46.99","15","$ 46.99","$ 46.99","A2KDS9GVEE7EW3","1","B07Y5V49MF","0011333916364","011333916364","B0D3V51LDX","Tommy Hilfiger","no"
"Speedo Unisex-Adult Parka Jacket Fleece Lined Team Colors, Navy/Grey, Small","30341","22907","$ 114.56","2","$ 114.56","$ 109.04","A218NCVVSLQN1Q","1","B00YT3KRFM","0011527031767","011527031767","B0CJT1DFYH","Speedo","no"
"Speedo 8719092500124 LZR Pro Fl Recordbreaker Comfort Strap SPEEDO Black 24","309264","239780","$ 168.00","","","$ 200.25","-","3","B00YT3IMPO","0011527037172","011527037172","B0CGYW9YHM","Speedo","no"
"Speedo 8719092500126 LZR Pro Fl Recordbreaker Comfort Strap SPEEDO Black 26","2301474","907702","","","","$ 200.68","-","1","B00YT3IJO8","0011527037189","011527037189","","Speedo","no"
"Speedo Girls Polyester Aquablade Female Recordbreaker Tech Suit Swimsuit - True Green 20, True Green, 20 YTH US","302836","237641","$ 65.85","24","$ 65.85","$ 60.69","A218NCVVSLQN1Q","2","B00XM4ID7S","0011527043739","011527043739","B0CGYW9YHM","Speedo","no"
"Speedo 871903931022 YTH Female Aquablade Recordbreaker-Youth True Green 22 YTH","317178","249758","","","","$ 57.79","-","","B00XM4HWHU","0011527043746","011527043746","B0CGYW9YHM","Speedo","no"
"Speedo Aquablade Female Recordbreaker Tech Suit Swimsuit - Electric Purple - 20","283092","235707","$ 64.51","2","$ 64.51","$ 58.56","A218NCVVSLQN1Q","1","B00XM4I3L4","0011527043807","011527043807","B0CGYW9YHM","Speedo","no"
"Speedo Kids Girls Aquablade Recordbreaker (Youth) Purple 28 YTH","291295","237519","$ 72.98","6","$ 72.98","$ 63.34","A218NCVVSLQN1Q","1","B00XM4I62K","0011527043845","011527043845","B0CGYW9YHM","Speedo","no"
"Speedo 871904031034 Female Aquablade Recordbreaker-Adult True Green 34","183210","197189","$ 56.51","10","$ 56.51","$ 61.46","A3V1BO3WFJIOCU","4","B00XM4LQ40","0011527043944","011527043944","B002YX0M18","Speedo","no"
"Speedo Womens Polyester Aquablade Female Recordbreaker Tech Suit Swimsuit - US Red 32, Red, 32 US","184711","198246","$ 58.09","9","$ 58.09","$ 61.52","A3V1BO3WFJIOCU, A218NCVVSLQN1Q","3","B00XM4LEII","0011527044033","011527044033","B002YX0M18","Speedo","no"
"Speedo Men's Swimsuit Brief PowerFlex Eco Revolve Splice Team Colors , Speedo Maroon, 22","404946","440742","$ 35.53","1","$ 30.58","$ 35.53","A3V1BO3WFJIOCU","1","B015ENJEU4","0011527048901","011527048901","B0CMJ9Z96K","Speedo","no"
"Speedo Men's Swimsuit Jammer Endurance+ Amplified Pulse - Manufacturer Discontinued","947550","1027861","$ 26.90","1","$ 21.95","$ 26.90","A3V1BO3WFJIOCU","1","B06Y16MRBD","0011527105611","011527105611","B06Y1KRDK8","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Cross Back Printed Adult Team Colors","302997","301619","$ 37.48","1","$ 37.48","$ 37.48","A3V1BO3WFJIOCU","2","B07Q7D1G44","0011527127910","011527127910","B07BY6GHW2","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Cross Back Printed Adult Team Colors","288134","304032","$ 54.60","1","$ 54.60","$ 54.60","A3V1BO3WFJIOCU","1","B07Q33CKKV","0011527128146","011527128146","B07BY6GHW2","Speedo","no"
"Speedo Women's Swimsuit One Piece Endurance+ Cross Back Printed Adult Team Colors","312525","314480","$ 49.95","1","$ 45.00","$ 49.95","A3V1BO3WFJIOCU","1","B07Q33CQGM","0011527128191","011527128191","B07BY6GHW2","Speedo","no"
"Speedo Women's Standard Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors, Emerging Blue/Green, 26","266384","262143","$ 53.24","1","$ 48.29","$ 53.24","A3V1BO3WFJIOCU","2","B08WJQR5F3","0011527134413","011527134413","B07BY4V98M","Speedo","no"
"Speedo Women's Standard Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors, Emerging Blue/Green, 28","939436","832208","$ 44.52","6","$ 44.52","$ 33.13","-","1","B08WJQ5BTT","0011527134420","011527134420","B0CDQHPF9Q","Speedo","no"
"Speedo Women's Standard Swimsuit One Piece Endurance+ Flyback Printed Adult Team Colors, Emerging Blue/Green, 30","269821","251118","$ 38.98","28","$ 34.99","$ 44.01","A218NCVVSLQN1Q","1","B08WJQGH9L","0011527134437","011527134437","B07BY4V98M","Speedo","no"
"Speedo Men's Standard Swimsuit Brief Creora Highclo Printed, Sea Ridge Porcelain, 32","289679","293561","","","","$ 29.84","-","","B09T4NW3NH","0011527143668","011527143668","B0876RWL81","Speedo","no"
"Speedo UnisexAdult Large Teamster Backpack 35Liter One Size","10767","9605","$ 49.95","53","$ 49.95","$ 49.95","A3ECVXATGGI23C","3","B09QRWGNQ5","0011527148328","011527148328","B0CP85Q1SL","Speedo","no"
"Speedo UnisexAdult Large Teamster Backpack 35Liter One Size","10704","9643","$ 49.95","26","$ 49.95","$ 49.95","A3ECVXATGGI23C","2","B09QRJJY52","0011527148335","011527148335","B0CP85Q1SL","Speedo","no"
"Tommy Hilfiger Women's New Line Crew-Neck T-Shirt (X-Small, White)","1082412","939892","$ 50.95","1","$ 44.50","$ 50.95","A1DZESJ93XXY35","1","B07XBQRS1P","0011528297537","011528297537","B0976FQ2XD","Tommy Hilfiger","no"
"Tommy Hilfiger Womens New Line Crew-Neck T-Shirt (Small, Black)","","","$ 36.89","1","$ 36.89","$ 36.89","A2Y8CKHQSZF3V6","1","B08R12P658","0011528452431","011528452431","","Tommy Hilfiger","no"
"Tommy Hilfiger Women's New Line Crew-Neck T-Shirt (Large, Black)","969892","960597","$ 44.99","2","$ 44.99","$ 44.99","A2Y8CKHQSZF3V6","1","B08688LBNP","0011528452455","011528452455","B0976FQ2XD","Tommy Hilfiger","no"
"Tommy Hilfiger Men's Crew-Neck Sweater (X-Large, Navy)","5804670","5641436","$ 64.92","1","$ 60.00","$ 64.92","A1UHXTO3R3LMBX","1","B08FSXM7YL","0011528769669","011528769669","","Tommy Hilfiger","no"
"Speedo womens Endurance+ Super Pro Solid Adult athletic one piece swimsuits, Speedo Black, 28 US","59743","53590","$ 69.99","1","$ 69.99","$ 68.95","-","1","B000YLY5AQ","0011529686224","011529686224","B0CJKV9C6Z","Speedo","no"
"Speedo 819005 Girls Solid Powerflex Flyback(Youth), Black, 26","485182","831339","$ 69.50","1","$ 69.50","$ 69.50","A1MK3EL1DZNNOE","1","B0027Z1OKQ","0011529687276","011529687276","B086F3VL8J","Speedo","no"
"Speedo Girl's Swimsuit One Piece Endurance+ Flyback Solid Youth Team Colors","259978","349154","$ 48.95","28","$ 44.00","$ 51.49","A3V1BO3WFJIOCU","3","B002DQ88IK","0011529692881","011529692881","B0CGYJCP4V","Speedo","no"
"Champion Basic Tee,Light Blue,3XL","145458","206938","$ 12.24","240","$ 12.24","$ 12.22","-","7","B000FTUAXS","0011919033072","011919033072","B00LB9ZE8C","Champion","no"
"Champion Adult 50/50 Crewneck Sweatshirt, Ash - Size Small","147182","99087","$ 26.00","50","$ 26.00","$ 24.68","-","2","B001NVXTXK","0011919033560","011919033560","B0945MYBGQ","Champion","no"
"Champion Adult 50/50 Crewneck Sweatshirt, Dark Green - Size Large","151018","99035","$ 25.98","8","$ 25.98","$ 25.70","AO47Q88M4BM56","4","B001NW3Q6E","0011919033829","011919033829","B0945MYBGQ","Champion","no"
"Champion Men's Long-Sleeve Tagless T-Shirt, Large - Royal Blue","451470","611099","$ 15.35","","$ 12.95","$ 15.59","A1DDCS8MBOUY1B","8","B001L961OI","0011919035946","011919035946","B00N2ZLK9K","Champion","no"
"Champion Adult Pullover Hooded Sweatshirt, Black, Large","989226","813399","$ 28.48","2","$ 28.48","$ 29.31","-","10","B001NW5IWE","0011919037216","011919037216","B06XY2FJ9S","Champion","no"
"Champion Men's Front Pocket Pullover Hoodie Sweatshirt, Large, C-gold","1012899","794955","$ 30.64","500","$ 30.64","$ 30.84","AA1N2UGMFXRJF","7","B001NW1VT8","0011919037452","011919037452","B014WBUJNK","Champion","no"
"Champion Men's 50/50 Pullover Drawstring Hood, LIGHT STEEL, Small","1013424","808932","$ 30.50","2","$ 30.17","$ 30.07","A3EBG4CCR3QS2E","7","B001NW1UGM","0011919037551","011919037551","B014WBUJNK","Champion","no"
"Champion Men's Shorts, Mesh Shorts, 9"", Men's Mesh Basketball Shorts, Men's Mesh Gym Shorts","94838","108067","$ 25.08","305","$ 24.95","$ 24.94","-","2","B002GM9N8A","0011919109678","011919109678","B0D2SBC3HZ","Champion","no"
"Champion Men's Shorts, Mesh Shorts, 9"", Men's Mesh Basketball Shorts, Men's Mesh Gym Shorts","81244","102629","$ 23.75","125","$ 23.75","$ 23.79","A1ZRAGNPD1ACDR","3","B002GM4JIE","0011919109685","011919109685","B0D2SBC3HZ","Champion","no"
"Champion Double Dry Tee, XL-Scarlet","328197","361850","$ 9.97","106","$ 9.94","$ 9.94","A1IXTE872UXQA2","7","B001L9B3Y6","0011919114214","011919114214","B007MNCASS","Champion","no"
"Champion Essential Double Dry Tee","333842","368225","$ 7.66","2","$ 6.98","$ 7.66","A1IXTE872UXQA2","8","B001L995LO","0011919114306","011919114306","B007MNCASS","Champion","no"
"Champion womens CW22 Double Dry Tee, White, Medium","335778","361133","$ 9.33","210","$ 9.30","$ 9.30","A1IXTE872UXQA2","7","B001L961S4","0011919114313","011919114313","B007MNCASS","Champion","no"
"Champion 82/18 Reverse Weave Crew - Scarlet - SMALL","605759","590352","$ 45.27","25","$ 45.22","$ 45.22","-","14","B001KI4K8O","0011919115457","011919115457","B07C5K3DYV","Champion","no"
"Champion 12 oz, 82/18 Reverse Weave Crew M SCARLET","617281","601112","$ 45.07","50","$ 37.06","$ 44.29","A2EDR7YR1BSPTD, AA1N2UGMFXRJF","16","B001KI4K8Y","0011919115464","011919115464","B07C5K3DYV","Champion","no"
"Champion 12 oz, 82/18 Reverse Weave Crew L SCARLET","586871","576319","$ 45.53","","$ 45.29","$ 45.20","A2EDR7YR1BSPTD","15","B001KI4K7K","8057016396599, 0011919115471","011919115471","B07C5K3DYV","Champion","no"
