Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),PID,Black_list
POLO RALPH LAUREN Kids Boys Cotton Jersey Long Sleeve Tee (Toddler/Little Kid) Liberty Blue 5 Little Kid,4193537,3620362,,,$71.18,$94.04,$76.32,-,1,B0CLQPFWM8,882925724274,8.83E+11,B0D2JZDQ6F,POLO RALPH LAUREN,no,386934722396610869,V
Polo Ralph Lauren Men's Ankle 6-Pair Socks 10-13 (Black),465541,389054,$29.00,22,$29.00,$75.68,$24.56,"A2BJMCJIG5VLMZ, A1YLR2P2MBKO04",2,B004OTQHWI,47852916554,47852916554,B07JN49XFX,POLO RALPH LAUREN,no,3867814911933025691,V
Free People Beginners Luck Slouch Shorts Optic White 28,745621,777965,,,$116.74,$156.73,$82.14,ANZYNJW9IIF9C,1,B0BTD6ZGSP,196790705444,1.97E+11,B0C5FL7X62,Free People,yes,3860702205691246155,V
POLO RALPH LAUREN Keaton-Pony Sneaker Vivid Pink/Light Navy 8.5 D (M),,,,,$49.99,$131.50,$64.98,A19H6NPS0K0UCG,1,B09TXXV9P9,195167327715,1.95E+11,,POLO RALPH LAUREN,no,3851935087175013227,V
Tommy Hilfiger Men's Navy/Orange Chicago Bears Aiden Quarter-Zip Sweatshirt,2128102,2088328,,,$109.99,$109.99,,-,1,B0BJ7GCPLK,196125132495,1.96E+11,B0BJ7F5FPG,Tommy Hilfiger,no,3844243648783160326,V
Tommy Hilfiger Cotton Classics Brief 4-Pack Mahogany 2XL,17165,16791,,,$51.39,$78.45,$58.08,A39WWGXFOLEB1L,2,B0981XMQNM,194999059719,1.95E+11,B0CM57X23F,Tommy Hilfiger,no,3842306103030638532,V
"Free People Women's Arden Tee, Optic White, M",589989,636793,,,$122.71,$138.28,$122.71,ANZYNJW9IIF9C,1,B082NNWN8M,193465551009,1.93E+11,B082P44TNH,Free People,no,3834823889695918493,V
Free People Second Skin Cami Black MD (Women's 8-10),2353667,2058993,$38.00,1,$38.00,$48.00,$38.00,A19M4DZHD0U9LX,1,B09X2YBKC2,196347569215,1.96E+11,B0B4165GZX,Free People,no,3832572876826130630,V
Free People Arden Tee Dragonfly MD,5727273,5565037,$54.00,1,$54.00,$58.00,$54.00,A3C89MFUVOS4FH,1,B093T42JX5,195889228628,1.96E+11,,Free People,no,3831687589013744004,V
Lacoste Women's Cessole 216 1 Yellow 7.5 M,2382854,2117058,$100.00,1,$100.00,$129.99,$100.00,A3V17JP5RCORRR,1,B01FNMN8A8,843875092875,8.44E+11,B01AHXWRFA,Lacoste,no,3824613999643284708,V
Free People Intimately Womens Sleeveless Slip Printed Dress Blue X-Small,,,$65.11,1,$65.11,$88.00,$64.06,A2RB0TPTDP4W5R,1,B071S8NCH6,190383207612,1.90E+11,B079VWJF2T,Free People,no,3819137021452635959,V
POLO RALPH LAUREN Surplus Chino Shorts Luxury Tan 42 10,342187,345471,$59.00,1,$59.00,$129.54,$58.61,A3208L1GETM6S3,3,B07TKDJNSQ,738085275081,7.38E+11,B0CMTDVKQW,Polo Ralph lauren,no,3817767491573645972,V
"Lacoste Men's Chaymon Sneaker, Navy/White, 10",452964,433878,$115.00,4,$115.00,$129.95,$115.00,A2ZVX1OUSHY6F0,1,B08S458BKZ,193367658486,1.93E+11,B0C97BNFR5,Lacoste,no,3808007035638015211,V
"Tommy Hilfiger Men's Everyday Micro Boxer Brief Multipack, Stellar/Kentucky Blue/Tangerine Tango, S",909328,949738,$45.00,5,$45.00,$45.00,$45.00,AY57FDYNM59SG,1,B0835XT1LY,88541934244,88541934244,B07TWCKPS1,Tommy Hilfiger,no,3799268365394577894,V
Tommy Hilfiger Womens Black Stretch Floral 3/4 Sleeve Scoop Neck Midi Wear to Work Shift Dress Plus 20W,1432243,1432243,$57.98,,$57.98,$57.98,,-,1,B0BGQBL354,195105508237,1.95E+11,,Tommy Hilfiger,no,3794848781669686814,V
Free People Kathy Tee Black SM (Women's 4-6),442481,877282,$90.45,2,$82.50,$117.28,$90.59,A39WWGXFOLEB1L,2,B0C9ZX782Q,197267819374,1.97E+11,B0CK54YC29,Free People,no,378945527167254399,V
"Tommy Hilfiger Women's Petite Round Neck Printed Bell Sleeve Dress, Hot Pink Multi",269920,223966,,,,$99.00,$27.86,-,,B08ZDSWDLW,192114444303,1.92E+11,B0CLDZFCRM,Tommy Hilfiger,no,3783166236814887571,V
"POLO RALPH LAUREN Men's Linen Long Sleeve Shirt, Newport Navy, Blue, XXL",1078881,1410896,$133.00,,$128.00,$233.75,,-,1,B07Z1RSL4D,886842611686,8.87E+11,B0CMVL3GM5,POLO RALPH LAUREN,no,3781372318861464408,V
"Polo Ralph Lauren Mens Jersey Knit Hoodie Tee (Medium, White)",259013,254063,,,$68.99,$99.99,$75.44,A48T25DC7FFOI,1,B07MC4YDXH,712169838348,7.12E+11,B099415YG9,POLO RALPH LAUREN,yes,3770155496864455161,V
"Lacoste mens Sport Long Sleeve Fleece Full Zip Hoodie Sweatshirt, Black/Black, Large US",189493,151722,,,$177.09,$201.68,$177.09,ANZYNJW9IIF9C,1,B081BPCND5,193869492328,1.94E+11,B07YVMCKL6,Lacoste,yes,3767153019429855375,V
"Lacoste Men's L001 Sneaker, NVY/WHT, 10.5",215808,184685,$99.98,1,$99.98,$120.00,$99.98,A19YF9ARFJN5WK,1,B097FYYT1P,193367790018,1.93E+11,B0BLTX8R5F,Lacoste,no,3764727210005385316,V
Polo Ralph Lauren Kids Baby Boy's Basic Mesh Polo (Toddler) French Navy 3T Toddler,2932736,3004506,$55.00,6,$55.00,$99.83,$55.00,ALJLVEZKE5DIP,2,B01DFRUF2C,889604335677,8.90E+11,,POLO RALPH LAUREN,no,3760104042741757378,V
"Polo Ralph Lauren Baby Boys Cotton Interlock Polo Shortall (White(4002)/Black, 3 mos)",784733,596395,$89.54,1,$89.54,$100.65,$97.37,A2AJEVS0UKGQXK,1,B08FYD23RZ,884733918968,8.85E+11,,POLO RALPH LAUREN,no,3754233363511569428,V
"Free People Women's Lolita Top, Green, M",5679354,5327122,$59.00,1,$59.00,$187.82,$59.00,A2DRYJO65HWOK9,1,B07T24SSJY,193465424792,1.93E+11,B07T15D216,Free People,no,3754051546989300794,V
Tommy Hilfiger Scuba Crepe Dress Grenadine 14,,,$55.98,1,$55.98,$135.19,$55.98,ACTZ4HD4YIH8O,1,B08Q4J7DLQ,190607261093,1.91E+11,,Tommy Hilfiger,no,3738997333802843898,V
"POLO RALPH LAUREN Women's Oxford Classic Fit Button Down Shirt (XS), Pink/White Stripe",,186587,$127.44,1,$120.99,$130.68,$127.44,A48T25DC7FFOI,1,B0BCGQ4DNK,190760846120,1.91E+11,,Polo Ralph Lauren,no,3738035408746228949,V
"Tommy Hilfiger womens Women's Sportswear Roll Tab Top T Shirt, Coralie Paseo Plaid, X-Large US",270373,287683,,,,$96.12,$90.06,-,,B09NYQ9YC9,195105108864,1.95E+11,B0CHJRM2BZ,Tommy Hilfiger,yes,3735705798779495871,V
Free People FP Movement You're A Peach Leggings Grey Combo XS (Women's 0-2) 25,,,$78.00,1,$78.00,$137.37,$78.00,A35TKUAAH8DA7G,1,B07SNFSW7W,190380512931,1.90E+11,,Free People,no,371734668977440707,V
"Tommy Hilfiger Men's Acento Loafer, Black 002, 10M",293282,349834,$49.19,4,$49.19,$85.00,$49.19,A1LEM297LNF1FK,1,B09R8PT6TS,196301853695,1.96E+11,B09R8YSV6Z,Tommy Hilfiger,no,371063888241219745,V
"Tommy Hilfiger Women's Sheath Dress, Heather Grey/Sunshine, 4",1157718,1167265,$89.98,1,$79.99,$129.00,$91.17,A3CAWCKGLU5320,1,B07VXKKZ96,192114119119,1.92E+11,B0CBT2ZQXY,Tommy Hilfiger,no,3709882327558441690,V
"Lacoste Men's Classic Computer Bag Core, Black",2379285,2311590,,,$130.73,$203.15,$168.35,A5PQHL9S16DYU,1,B07573N9F9,190391658291,1.90E+11,B07731QRDD,Lacoste,no,3699648278073650310,V
Polo Ralph Lauren Kids Girl's Cable Knit Cotton Cardigan (Little Kids/Big Kids) Hunter Navy/French Pink Pony Player MD (8-10 Big Kids),606728,1184424,,,$65.00,$130.68,$69.50,-,1,B074KQC8TM,190618456754,1.91E+11,,Polo Ralph Lauren,no,3699629164599049281,V
Tommy Hilfiger Womens Navy Textured Pleated Lined Floral Sleeveless Keyhole Short Shift Dress 2,,,$34.98,,$24.98,$34.98,,-,0,B09XVNPJ1M,190607171026,1.91E+11,,Tommy Hilfiger,no,3692997470079320899,V
"Lacoste Men’s Classic Fit Organic Cotton Long Sleeve Polo Shirt, Red (as1, Alpha, 3X_l, Regular, Regular)",,,$140.00,,$140.00,$140.00,,-,1,B0BNY3BPN5,194951251557,1.95E+11,,Lacoste,no,3686589198168697079,V
Free People Women's Flat Royale Grey 37 European,8500937,8256820,,,$198.00,$393.77,$211.80,A1RX2PUHUNAT28,1,B01FWNRHZU,888374513773,8.88E+11,,Free People,no,3673304098907821649,V
"Tommy Hilfiger Women's Petite Jersey Short Sleeve Dress, Sky Captain Multi, 8",540669,648295,,,,$159.96,$38.79,-,,B0BG9J8VB2,195105770290,1.95E+11,B0CLCXMJM9,Tommy Hilfiger,yes,3669181761598008160,V
Free People Let It Happen Mini Tea Combo XS (Women's 0-2),703827,926207,,,,$88.00,$93.36,-,,B09QYPD9JG,195191978419,1.95E+11,B0B8DVJT4S,Free People,no,3660878455433026800,V
"Tommy Hilfiger Men's Modern Essentials French Terry Sweatshirt, Mahogany-pt, XXL",1228878,1238805,$39.16,9,$39.16,$48.95,$39.16,A1QFV54JFUWZAD,2,B082YRKWPZ,88541941136,88541941136,B072Y8YT2X,Tommy Hilfiger,no,3654400320568185314,V
Tommy Hilfiger Mens Gray Sport Coat 38 SHORT,,,,,$91.98,$134.44,,-,1,B09TNQWXPD,887096987145,8.87E+11,,Tommy Hilfiger,no,364262037731508597,V
"POLO RALPH LAUREN Mens Classic Solid Socks - 6 Pair Pack Athletic Arch Support And Comfort Cushioning Repreve Sport Twisted Stripe Crew, Twisted Stripe, 12-17 US",52697,84983,,,,$31.00,,-,,B0BX4RZ4LJ,47852477437,47852477437,B0CV2TLXZY,POLO RALPH LAUREN,yes,3637544353892620677,V
"Lacoste Men's Sport Brushed Fleece Pant with Elastic Leg Opening, Silver Grey Chine, X-Large",589973,533710,,,$141.75,$141.75,$120.34,ANZYNJW9IIF9C,1,B00R3VBMKG,888464290577,8.88E+11,B01N266JRK,Lacoste,no,3629804486557442093,V
"Tommy Hilfiger Men's Undershirts Multipack Cotton Classics Slim Fit V-Neck T-Shirts, White, Large",896647,975651,,,,$57.55,,-,,B0981WV1V2,194999060746,1.95E+11,B0CLNH49BV,Tommy Hilfiger,yes,3625596464384496814,V
Free People Vella Tee Black SM (Women's 4-6),276973,349401,$23.20,,$23.20,$58.00,,-,0,B09ZF16LTT,196790039389,1.97E+11,B0B77LX6JZ,Free People,yes,3620516957743630460,V
"Tommy Hilfiger Girls' One-Piece and Bikini Swimsuits with UPF 50+ Sun Protection, Quick Drying Bathing Suit, Chinese Red Classic, 12-14",88933,170852,,,$45.96,$46.00,$45.96,A32I15TFWUEBFU,1,B09PSWYDLW,195958558250,1.96E+11,B0CZXRVN8W,Tommy Hilfiger,no,3617086818979953186,V
"Tommy Hilfiger Men's Modern Essentials French Terry Jogger, Dark Navy/Mahogany Stripe, Medium",516061,495185,,,$47.99,$59.00,$47.99,A2BJMCJIG5VLMZ,1,B078HG8W7W,88541552806,88541552806,B0CLJY2449,Tommy Hilfiger,yes,3615490654905989006,V
Free People Apricot Rose Mini Living Indigo LG (Women's 12-14),5258755,6216066,$55.20,,$55.20,$138.00,,-,0,B09VSV2WGF,196347561615,1.96E+11,B0B8DYSQXV,Free People,yes,361343375727320596,V
POLO RALPH LAUREN Boy's Oaklynn Polo Bear Sneaker (Big Kid) White Smooth/Navy/Green/Boston Bear 6 Big Kid M,10217630,9961198,$118.25,1,$118.25,$120.00,$106.88,-,1,B09BQQ6DCL,192297500704,1.92E+11,,POLO RALPH LAUREN,no,3608867905735522792,V
Polo RL Men's Interlock Pony Polo Shirt,45808,42209,,,,$119.00,$96.88,-,,B09TZ3TT36,886842904566,8.87E+11,B0CMW4786S,Polo Ralph Lauren,no,3595197210548331990,V
"Lacoste mens Sport Long Sleeve Fleece Full Zip Hoodie Sweatshirt, Fango/Fango, Medium US",191864,152963,$91.00,3,$91.00,$201.68,$91.00,ATT4HF1MHG1C6,1,B08QDMG7H4,194951181373,1.95E+11,B07YVMCKL6,Lacoste,no,3593353899496678448,V
POLO RALPH LAUREN Surplus Chino Shorts Newport Navy 42 10,1264049,1121611,$69.98,1,$69.98,$169.92,$69.98,A3208L1GETM6S3,1,B07QTBKLVT,738085354014,7.38E+11,B0CMYPSY61,POLO RALPH LAUREN,no,3591927642209776521,V
Free People Womens Brown Faux Suede Belted Pocketed Cropped Pants Size: 6,,,$98.00,,$48.27,$98.00,,-,0,B09JCMBWR7,195191358006,1.95E+11,,Free People,no,3590161168301290481,V
Polo Ralph Lauren Kids Baby Girl's Cable Knit Cotton Cardigan (Toddler) Warm White/French Pink Pony Player 4T,2127889,1660026,$65.00,,$65.00,$118.29,$76.87,-,,B074KQTYHF,190618455849,1.91E+11,,Polo Ralph Lauren,no,358959657885212523,V
"Tommy Hilfiger Ladies' 2-fer Blouse, Variety (Small, Pink)",1590327,1533418,$34.99,2,$34.99,$48.99,$34.99,A3IX9KRU50AS45,1,B07HWG595X,192114824617,1.92E+11,B07JQFJD53,Tommy Hilfiger,no,358269151651091345,V
"Polo Ralph Lauren Classic Fit Mesh Pony Logo Polo Shirt (M, NavyRedPony)",21272,258743,$102.44,23,$95.99,$112.68,$103.46,"AAGO65K7VTWXD, A48T25DC7FFOI",2,B084FG9DJ5,883806031061,8.84E+11,B0CRJ8R75V,Polo Ralph Lauren,no,3575553105165162524,V
Men's Plaid Cotton Poplin Dress Shirt 16 (32-33) Navy Red,,,$79.00,,$79.00,$89.90,,-,1,B07GVQ9PGP,190760760761,1.91E+11,,Polo Ralph Lauren,no,3574568542700641637,V
Free People Sant Antoni Slide Dark Grey/Smoke EU 38 (US Women's 8) M,512939,478342,,,$112.41,$112.41,$112.41,ANZYNJW9IIF9C,1,B09TH8363P,196347114538,1.96E+11,B07S3N18H9,Free People,yes,3562804168517491171,V
"Lacoste Men's Game Advance Sneaker, WHT/NVY/RED, 13",1933344,1852724,,,$162.38,$162.76,$162.38,ANZYNJW9IIF9C,1,B08BQYP5VH,193367600485,1.93E+11,B097FVTXTD,Lacoste,no,3562188603399006106,V
POLO RALPH LAUREN Supreme Comfort PJ Pants Polo Black/Andover Heather/Rl2000 Red Pp XL,,1022153,$60.00,1,$60.00,$117.56,$60.00,A16QE3XBEKG4RP,1,B095MTZP4G,194959064142,1.95E+11,,POLO RALPH LAUREN,no,3560515640835711688,V
"Lacoste mens Sport Long Sleeve Fleece Full Zip Hoodie Sweatshirt, Navy Blue/Navy Blue, 3X-Large US",183341,148481,$75.00,3,$75.00,$166.00,$75.00,ATT4HF1MHG1C6,1,B081BPJBD7,193869477646,1.94E+11,B07YVMCKL6,Lacoste,no,3556389320913881730,V
"Polo Ralph Lauren Mens Heathered Classic Fit T-Shirt (Medium, White (Navy Blue Logo))",50800,49994,$69.44,1,$62.99,$99.24,$69.44,A48T25DC7FFOI,2,B07YYMPGWQ,767325111629,7.67E+11,B06XSV6X8X,Polo Ralph Lauren,no,3553156213084754351,V
"Tommy Hilfiger Women's Trapeze Dress, Fuchsia, 14",2279260,2416266,$64.98,1,$64.98,$109.00,$64.98,ACTZ4HD4YIH8O,1,B07VWXNZ7C,192114074487,1.92E+11,B0B8ZPDJMS,Tommy Hilfiger,no,3548178305555170332,V
"POLO RALPH LAUREN Men's RL Fleece Hoodie (US, Alpha, XX-Large, Regular, Regular, NEW SAPPHIRE)",923698,1218164,$90.00,,$90.00,$160.00,,-,0,B0CF1VMLBM,197078598512,1.97E+11,B0CV4F3HZ2,POLO RALPH LAUREN,yes,3545857237313169443,V
Free People Billie Suede Crossbody True Black One Size,1978417,1838391,,,$122.71,$128.37,$122.71,ANZYNJW9IIF9C,1,B09Y8R68SF,196347277714,1.96E+11,B0B5YHHWXK,Free People,no,3544728585692734341,V
"POLO RALPH LAUREN Men's Short Sleeve Classic Fit Linen Shirt, White",,,,,$166.09,$221.24,$160.64,A2AJEVS0UKGQXK,1,B07Z1RWW91,882926215931,8.83E+11,B0D2JTLTGL,POLO RALPH LAUREN,no,3543369755769655074,V
"Tommy Hilfiger Men's Carlid Slip On Sneaker, Grey 959, 9",660388,837902,$45.99,6,$45.99,$112.41,$49.90,ACTZ4HD4YIH8O,3,B08VH91ZBS,195182339489,1.95E+11,B0CHSW2G3T,Tommy Hilfiger,no,353285160593998553,V
"POLO RALPH LAUREN Classic Sleep Pants (Large, Grey Bear & US Flag)",2441637,2002239,$59.97,,$59.97,$65.97,,-,0,B09Z84QR4L,194959184505,1.95E+11,B082Y53MJL,POLO RALPH LAUREN,yes,3527921779316030450,V
POLO RALPH LAUREN Court Low-Top Sneaker White/Light Navy/Vivid Pink 11 D (M),,,$75.00,2,$75.00,$225.00,$75.00,AWCBSQBR1IHS1,2,B09TTBV2RP,195167300800,1.95E+11,,POLO RALPH LAUREN,no,3522344937152835626,V
"Tommy Hilfiger Women's Detailed Bikini Top, Black Smocked, X-Small",1202984,1029054,$24.26,3,$24.26,$78.00,$24.26,AD0XUFFHN01E9,1,B085624WH2,194414099252,1.94E+11,B0856LVV9S,Tommy Hilfiger,no,3505220255131594919,V
"Lacoste Men's 3-Pack Regular Fit Boxers, Black/RED-White, Large",462515,315255,,,,$47.50,,-,,B0B6LY25RB,195750290471,1.96E+11,B0B6LXCSKB,Lacoste,yes,350521758256064519,V
Polo Ralph Lauren Classic Fit 3 Packaged Woven Boxers Blackwatch Plaid/Harroos Plaid/Chester Plaid SM,2581732,3004560,,,$69.99,$99.91,$76.35,A2YGW1BKN89EQD,1,B095MWX753,194959424793,1.95E+11,,POLO RALPH LAUREN,no,3503048206739650803,V
"Tommy Hilfiger Men's Lightweight Logo Popover, Midnight/Ice/Red, X-Large",202883,209860,,,$104.34,$159.49,$104.34,A20FLYA0IW2L9O,1,B0BSVM3YQL,888807275339,8.89E+11,B0BSWDPJPC,Tommy Hilfiger,yes,3498391274739655852,V
"Lacoste Men's Partner Piste Sneaker, Bellflower Blue/Navy, 9",475622,381405,,,$149.19,$149.19,$149.19,ANZYNJW9IIF9C,1,B0B3YZLN38,196224125800,1.96E+11,B07DQ6WVHJ,Lacoste,yes,3496085338064028229,V
Tommy Hilfiger Short Sleeve Smock Yoke Top Seaside Garden/Ivory Multi SM (US 4-6),7401825,7190922,$46.11,,$46.11,$79.50,,-,0,B0BVKDFVX9,196701703767,1.97E+11,B0CNSHM2VZ,Tommy Hilfiger,yes,3492207282721039278,V
Lacoste Hydez 119 2 P SFA Light Grey/Gold 6.5 M,4735534,4576749,$66.95,1000,$66.95,$155.06,$66.95,APV6T4RKTKPW0,2,B07G4DJLH8,755722938895,7.56E+11,,Lacoste,no,3488012986959891012,V
"Free People Womens Tate Tunic, Black Combo, X-Small",3406968,2978557,$63.43,1,$49.99,$225.25,$63.96,ACTZ4HD4YIH8O,2,B08GGC7WXC,195191099718,1.95E+11,B08F2WZQVC,Free People,no,3479325252883406547,V
POLO RALPH LAUREN Surplus Chino Shorts Newport Navy 28 10,,,$122.94,1,$122.94,$169.92,$122.94,A2AJEVS0UKGQXK,1,B07W4YKGD6,738085353901,7.38E+11,,POLO RALPH LAUREN,no,3478781573563314501,V
"Lacoste Men's Full Zip Fleece, Silver chine/elephant Green, XXX-Large",180951,149243,$80.00,16,$80.00,$149.18,$80.00,ATT4HF1MHG1C6,1,B081BP62N8,193869563875,1.94E+11,B07YVMCKL6,Lacoste,no,3478298109474566841,V
Free People One Up Long Sleeve Mauve Merlot MD (Women's 8-10),1903498,1651571,$51.00,,$51.00,$68.00,,-,0,B09X2ZLN87,196347515229,1.96E+11,B08QZFTFBN,Free People,yes,3463811610223244306,V
"Tommy Hilfiger Boys' Long Sleeve Crew Neck T-Shirt, Snow White Tomas GB43",1251356,1146497,$33.78,2,$25.83,$44.67,$35.23,A39WWGXFOLEB1L,2,B0C5BN2X8S,196601807244,1.97E+11,B0CYTWW63X,Tommy Hilfiger,no,3458954945704688475,V
Lacoste Men's Powercourt Leather Lace Up Fashion Sneaker White/Navy/Red 9.5 Medium US,961263,1437791,$99.95,10,$99.95,$100.00,,A1IHHI9MRUKJ91,2,B0C1H6Z5TW,193367767096,1.93E+11,B0CHN5BL64,Lacoste,no,3450356332871552367,V
"Polo Ralph Lauren Mens Faxon X Sneaker, Dark Sage/Orange Pp, 12 US",34539,30661,$54.95,1,$54.95,$75.00,$52.84,A16PNRJWZZMJZX,1,B0BRQ6HVTW,195167661451,1.95E+11,B0CKJDC6ZY,Polo Ralph Lauren,no,3440354460663189184,V
"POLO RALPH LAUREN Men's Signature Cuff Hat, Lattice Blue",299901,239539,,,$45.00,$108.00,$49.99,AIOEYMZ7RO906,1,B09JHRG36Q,20204280091,20204280091,B078YL8BJM,POLO RALPH LAUREN,no,3439246479881065096,V
"Polo Ralph Lauren Womens Pony Logo V-Neck T-Shirt (Large, Black (White Pony))",2758426,2873321,$64.45,2,$58.00,$59.99,$64.45,A48T25DC7FFOI,1,B07QKPPYVJ,712168523986,7.12E+11,,POLO RALPH LAUREN,no,34304151485439576,V
"POLO RALPH LAUREN Men`s Classic Cotton Chino Baseball Cap (One Size, Yellow(9238)/Navy)",115246,118219,$53.99,,$53.99,$71.00,$54.60,AZQJVQSJ66J6R,1,B09QM1RD9T,882925689238,8.83E+11,,POLO RALPH LAUREN,no,3426035397145747521,V
Polo Ralph Lauren Heritage Court II Leather Sneaker Black,73684,134955,,,$169.68,$199.18,$169.68,A2AJEVS0UKGQXK,1,B0B186Y8GZ,195167297766,1.95E+11,B098KWTRWX,Polo Ralph Lauren,yes,3419746206431301683,V
"Tommy Hilfiger Women's Stretch Denim Jacket, Chesapeake Wash, XX-Large",448534,476388,,,$119.35,$183.74,$113.68,"A2AJEVS0UKGQXK, A20FLYA0IW2L9O",2,B0949NZ8GR,195105446522,1.95E+11,B0CLT4HBX7,Tommy Hilfiger,yes,3408600613592416063,V
"Free People Women's Brayedn Western Boot, Camel (7)",10061117,7121795,$386.94,,$378.99,$500.77,,-,1,B0CJ49K1JY,195889031969,1.96E+11,B0CJ48PMCJ,Free People,no,3406892123968023658,V
"Lacoste Guethary 16"" x 30"" Cotton Hand Towel, Meteorite",606125,850867,,,$35.36,$48.55,$37.31,ANZYNJW9IIF9C,1,B0C9NWDNDD,734737678064,7.35E+11,B0CGBLVBTL,Lacoste,yes,3405351916824956940,V
"Tommy Hilfiger Men's Dime Loafer, Cognac 230, 10M",607239,594817,,,$136.00,$136.00,$139.70,A16N2RMR189CYN,1,B0BRT5RBW7,197016357331,1.97E+11,B0BRSLYP5Z,Tommy Hilfiger,yes,3402325567205480061,V
"Tommy Hilfiger Men's Cotton Classics 3-Pack Trunk, Medium Pink",528334,533549,,,$49.99,$49.99,$55.98,A2YGW1BKN89EQD,1,B0BSMJTBFQ,194999305366,1.95E+11,B0CLNXRQ53,Tommy Hilfiger,yes,3401354710787016660,V
"Tommy Hilfiger Boys' Boxer Brief Underwear, Solid Grey/Navy (2-Pack), 16-18",40372,34478,,,,$22.50,,-,,B09VHF9KG7,195958494855,1.96E+11,B0CQ3GLXPL,Tommy Hilfiger,yes,3399301457260578953,V
"Tommy Hilfiger Unisex-Kid's TH Cadet LACE Sneaker, Navy/Red, 12 Child US Little Kid",1288834,1151601,,,,$50.00,,-,,B07V54NFJL,192491683838,1.92E+11,B0CLRW5CZ8,Tommy Hilfiger,no,339888969422573566,V
"Lacoste Men's Chaymon Sneaker, Black/White, 13",437688,439548,$119.09,8,$119.09,$129.95,$119.09,A2ZVX1OUSHY6F0,1,B08S46V65L,193367658677,1.93E+11,B0C97BNFR5,Lacoste,no,3396095618908104205,V
"FP Movement by Free People Women's Hit The Slopes Jacket, Black, L",3916395,3468996,$148.00,1,$148.00,$205.18,$148.00,-,0,B0BN1TRVT5,190380915589,1.90E+11,,Free People,yes,3394180807370750489,V
Tommy Hilfiger Floral Roll Tab Sky Captain/Multi XS (US 0-2),,,$69.50,,$69.50,$69.50,,-,0,B0C2YWGJV6,196701674203,1.97E+11,B0CNSHTY1C,Tommy Hilfiger,yes,3394022950955539110,V
"Lacoste Men's Angular Sneaker, BLK/GRN, 12",469164,393165,$70.29,2,$70.29,$119.95,$81.40,APV6T4RKTKPW0,2,B09PMLJFZ3,196224017617,1.96E+11,B09PMX47Q5,Lacoste,no,3377623739973703255,V
Free People Daisy Chain Cuff Black SM (Women's 4-6),1005140,904433,,,$116.78,$116.78,$98.43,ANZYNJW9IIF9C,1,B09T2TBSF2,196347660165,1.96E+11,B0B5YFNS5K,Free People,yes,3376688506691599151,V
"Lacoste Women's Straightset Sneaker, Pink, 8",1913669,1940339,$59.36,1,$59.36,$134.95,$59.53,APV6T4RKTKPW0,1,B01N4K8RP6,755722400965,7.56E+11,B0C8XZFXZ3,Lacoste,no,337326054350849860,V
"Polo Ralph Lauren Mens Performance Interlock Polo Shirt (X-Large, Black)",2778075,2770427,,,,$151.27,$146.92,-,,B07CBQF7CM,712169434588,7.12E+11,,Polo Ralph Lauren,no,3364589018944450858,V
"Free People Women's After All Ruched One-Piece, Golden Nugget (Small)",11678002,11317819,$148.00,,$148.00,$148.00,,-,0,B0C2J9Y9KL,196347207483,1.96E+11,B0C2JGMY5T,Free People,yes,3347995471879131105,V
"Tommy Hilfiger Men's Syler Boot, Medium Brown 120, 13M",766547,594956,$76.67,1,$62.75,$166.19,$76.67,A24V851RG6UNB7,1,B09ZK5MF78,196496511004,1.96E+11,B0C6B3LXK2,Tommy Hilfiger,no,3342778889013049538,V
"Tommy Hilfiger Men's TH 1677/S Rectangular Sunglasses, Gold/Green, 52mm, 19mm",4591479,4462826,$115.35,1,$115.35,$159.46,$115.35,A20FLYA0IW2L9O,1,B07Z4S1BSX,716736193526,7.17E+11,,Tommy Hilfiger,no,3340372525792711709,V
"Polo Ralph Lauren Womens Full Zip Hoodie (S, Grey)",3152216,1911175,,,,$221.00,$202.16,-,,B09TJKFX1N,195934091566,1.96E+11,,Polo Ralph Lauren,yes,333849659175446617,V
Tommy Hilfiger Logo Pullover Sky Captain XS (US 0-2),,,$40.00,,$40.00,$59.50,,-,0,B09MPC717K,195105412770,1.95E+11,,Tommy Hilfiger,yes,333208123299161776,V
Free People Women’s On My Way Cuff Cotton Mixed-Print Thermal Top Petal Large,4138846,4101825,$51.71,,$51.71,$119.02,$67.33,ANZYNJW9IIF9C,1,B0BQL6JX8N,195889859624,1.96E+11,B0CH4KHW6F,Free People,no,3326413616244646658,V
"Tommy Hilfiger Men's Lectern2 Sneaker, Dark Gray, 13",2082436,1963110,,,,$79.00,,-,,B095SV3MTX,195972869905,1.96E+11,B095TG9QLD,Tommy Hilfiger,yes,3324490180247844568,V
"Tommy Hilfiger Men's Short Sleeve Moisture Wicking Stretch Polo Shirt with Quick Dry + UV Protection, B10 Grey Heather, 2X-Large",47601,55352,$59.99,20,$54.99,$59.50,$61.35,A2PDTOPRYPQ02I,2,B08PW46XSF,8763900025,8763900025,B0C6H6845X,Tommy Hilfiger,no,3318423683487500750,V
