Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),PID,Black_list
"Tommy Hilfiger Men's Gervis2 Chukka Boot, Medium Brown Ll, 8",1508800,1555114,$80.98,3,$80.98,$167.30,$80.98,ACTZ4HD4YIH8O,1,B07PN71G3D,194009045893,1.94E+11,B07PN76WLL,Tommy Hilfiger,no,9451870173043566907,V
"Tommy Hilfiger Men's Kerry Loafer, Black 967, 13M",292254,267720,$61.12,2,$53.17,$89.00,$69.17,A39WWGXFOLEB1L,1,B07PN716W7,193280828218,1.93E+11,B0CMHPVN71,Tommy Hilfiger,no,9449183441769083812,V
Polo Ralph Lauren Boys Kids Swim Trunks Size 8 Newport Navy,786560,1072617,$59.50,1,$59.50,$99.01,$59.50,ALJLVEZKE5DIP,1,B09SG5G1C4,885031029103,8.85E+11,,Polo Ralph Lauren,no,9441773126587291937,V
"Tommy Hilfiger womens Women's Sportswear Roll Tab Top T Shirt, Blue Haze Paseo Plaid, Medium US",290473,271441,,,,$96.11,$84.90,-,,B09NYMQPSL,195105108949,1.95E+11,B0CHJRM2BZ,Tommy Hilfiger,yes,9440226082263363810,V
Free People Womens Morning Light Floral Print Ruched Casual Dress Bronze 2,1914720,1704191,$79.63,1,$70.90,$94.03,$68.25,A1PNU51VLDQZYR,2,B07TD9QMBM,190380715929,1.90E+11,B07W86Q369,Free People,no,9437302623075256189,V
"Tommy Hilfiger Women's Petite Sheath Knee-Length Short Sleeve Cut-Out Neck Scuba Crepe, Misty Rose, 2",613317,548698,$31.44,3,$19.99,$234.00,$32.20,A24V851RG6UNB7,1,B0BG9GTNHT,196701830371,1.97E+11,B0BGBK4FL8,Tommy Hilfiger,no,9435958759602597622,V
"Tommy Hilfiger Women's Weatherproof Polka Dot Rain Jacket, Clear/White",597088,679434,,,,$150.00,,-,,B0C67XF42K,192114522247,1.92E+11,B0C68J7VPW,Tommy Hilfiger,yes,9435803922136952039,V
"Free People Women's Lyra Lug Sole Loafer, Black, 11",344435,331160,$140.65,2,$132.70,$192.60,$143.05,A39WWGXFOLEB1L,2,B09ZQM2YHP,196347294339,1.96E+11,B0CWY96Z5N,Free People,no,9434174119946156342,V
"Lacoste Men's Sport Short Sleeve Ultra Dry Croc Graphic T-Shirt, Deep Silver Chine/Navy Blue, Small",98025,105167,,,$110.93,$140.32,$110.93,ANZYNJW9IIF9C,1,B07CJNGNZW,192536358974,1.93E+11,B08QFZLYSK,Lacoste,no,942852429128276880,V
"LACOSTE Men's Court Drive Sneaker, Black/Red, 12",769098,838465,$104.95,2,$104.95,$104.95,$104.95,A2UN9OA4TJ0X92,2,B08BRD9LNN,193367596825,1.93E+11,B0BBRMYR53,LACOSTE,no,9422110986431767667,V
"Tommy Hilfiger Women's Lightz, Black Smooth, 6.5",27283,37709,$49.95,12,$49.95,$103.86,,-,0,B0B1JNZB7D,196496600500,1.96E+11,B07YF81T39,Tommy Hilfiger,yes,9420129918129023913,V
"Tommy Hilfiger Women's Aero CDC Shift Dress, Sky Captain, 8",787516,823998,$50.61,3,$39.59,$129.00,$52.14,A24V851RG6UNB7,2,B0C2JMC8B7,195105074831,1.95E+11,B0C2JRNPS1,Tommy Hilfiger,no,9411351270170504756,V
Free People Night Shimmer Mini Dress Red 12,5354682,5202601,$97.98,2,$89.99,$122.10,$97.98,A2OUMHN7MKTXW5,1,B07Y1QZDWD,193465033109,1.93E+11,,Free People,no,9406124210101874154,V
Tommy Hilfiger Womens Wide Leg Sleeveless Jumpsuit Red 18,1520467,1418145,$94.98,1,$84.99,$104.99,$97.10,A3CAWCKGLU5320,1,B08MR2RPKQ,192114002725,1.92E+11,B07R8KLFB5,Tommy Hilfiger,no,939975229414861182,V
Men's Classic Fit Herringbone Dress Shirt-PpW-15-34/35 Purple/White,12046213,11694659,$89.90,1,$89.90,$98.50,$89.90,A3RKAGWV6FHG5U,1,B01BE1C93E,889425500216,8.89E+11,,Polo Ralph Lauren,no,939474335104184401,V
FP Movement You're A Peach Leggings Grey Combo LG (Women's 12) 25,,,$39.76,1,$31.77,$54.99,$37.76,A2J9E75MKUJXWD,2,B07SM9NJBR,190380512962,1.90E+11,,Free People,no,9394171035915061316,V
"Tommy Hilfiger Women's Classic Cotton Logo Bikini Panties 3-Pack, Varsity Flag NB, X-Large",637365,497215,$15.99,47,$15.99,$33.00,$15.99,A1D8X7C3FS50E9,1,B0BW18YMZQ,196258229130,1.96E+11,B0D1PKJRS6,Tommy Hilfiger,no,9393524455752369640,V
"Tommy Hilfiger Curtains – Tropical Floral – 2 Panels -50 x 108 Inches – Grommet Top – Lined Room Darkening Window Curtains for Living Room Bedroom - Panel Pair, 108"", Sahara Sun",3862418,3142790,$89.99,12,$89.99,$89.99,$78.06,A1WEFCPI75MBI9,2,B0BLXMWJD1,646998703983,6.47E+11,B0BQD1P2K4,Tommy Hilfiger,no,9392278854455659759,V
Polo Ralph Lauren Men's 3-Pairs of Black Dress Socks - Large,811583,597338,$26.00,3,$18.50,$40.00,$24.00,-,4,B0833BGF3L,47852287135,47852287135,B0C4K34H35,POLO RALPH LAUREN,no,9380378988684485008,V
"Free People FP1 Athena Bralette for Women - Adjustable Shoulder Straps with Scalloped Edges, Sexy and Comfortable Bralette Black XL (Women's 14) One Size",737624,806545,,,$59.13,$101.40,$67.51,A39WWGXFOLEB1L,1,B0BGZMBD3Y,196790449911,1.97E+11,B0BH8VNTB9,Free People,no,9378824849231516570,V
"Polo Ralph Lauren Men's Court VLC Sneaker, Black/Black, 13",1197477,1115997,$85.00,1,$85.00,$163.81,$85.00,AWCBSQBR1IHS1,1,B08V4XF6R8,191232984173,1.91E+11,B0BDJ8HMBH,Polo Ralph Lauren,no,9377359897682114012,V
Tommy Hilfiger Womens Collared Midi Shirtdress Navy 12,,,$45.98,1,$45.98,$124.15,$45.98,ACTZ4HD4YIH8O,1,B08VZY9BRN,190607186525,1.91E+11,,Tommy Hilfiger,no,9375780281002061925,V
Tommy Hilfiger Cotton Classics A-Shirt 3-Pack White 2XL,,,$59.34,2,$51.39,$81.16,$65.39,A39WWGXFOLEB1L,1,B0981XH6D2,194999060517,1.95E+11,,Tommy Hilfiger,no,9365790723152014886,V
"POLO RALPH LAUREN Men's 6-Pack Polo Rugby 3"" Crew Socks, Assorted, 10-13",95146,95092,$39.99,6,$39.99,$44.99,$39.99,A2QFERO09X9TW0,1,B09H3HPQXZ,47852378727,47852378727,B07ZYBBRXM,POLO RALPH LAUREN,no,9354698418109044220,V
Polo Ralph Lauren Surplus Chino Shorts Luxury Tan 35,928439,994362,$59.98,1,$59.98,$155.07,$59.98,A3208L1GETM6S3,1,B07PB478WW,738085275043,7.38E+11,B0CMYPSY61,POLO RALPH LAUREN,no,9348659192538059222,V
"Free People Women's Ruby Jacket, Farther Shores, Tan, Pink, S",4145239,3961021,$119.99,1,$119.99,$210.99,$119.99,AWEJIN15Q84YY,1,B09HP47VN7,195191660475,1.95E+11,,Free People,no,9346009126442593305,V
"Free People Light Combo Technicolor Bubble Top Womens, Size Small Ivory",,,$84.99,,$78.00,$78.00,,-,1,B08BKYC8BD,194374280660,1.94E+11,,Free People,no,9343007712582709410,V
Polo Ralph Lauren Polo Player Stretch Jersey Pouch Boxer Brief (L999HR) M/Polo Black,1866851,1934738,$25.49,14,$25.49,$72.10,$25.49,A1Z6H0B6ZIGQNZ,1,B07GGS4YHD,738994825711,7.39E+11,B09MQHGMHD,POLO RALPH LAUREN,no,9335955137318980598,V
Polo Ralph Lauren Men's Big and Tall Performance Stretch Long Sleeves Shirt 3XB White,,5363661,$256.22,,$256.22,$256.22,,-,1,B0CT6LRH5V,197078270494,1.97E+11,,Polo Ralph Lauren,no,9325201443572313549,V
Free People Off The Bleachers Coaches Black SM (Women's 4-6),658765,571247,$133.63,1,$133.63,$148.00,$135.78,ANZYNJW9IIF9C,1,B0CGPTYV7S,197267163644,1.97E+11,B0CNFDSL7J,Free People,no,9323446055814552162,V
"Tommy Hilfiger Men's Hooded Performance Soft Shell Jacket, ice, XX-LARGE",121022,108606,,,,$112.60,,-,,B07BFTY2TZ,888807654929,8.89E+11,B088YQVL3V,Tommy Hilfiger,yes,9318783270578952714,V
"Lacoste Multi Print Croc T-Shirt, Blanc, 4T",431768,418614,,,$76.38,$76.38,$73.75,ANZYNJW9IIF9C,1,B0BZTCZ8Z6,195750677159,1.96E+11,B0BZTPLBNF,Lacoste,yes,9315228655756418640,V
Free People Madison City Twill Jacket Adventurer SM (Women's 4-6),578759,554354,,,$160.93,$161.93,$169.34,A39WWGXFOLEB1L,1,B0C3H8363B,197267227797,1.97E+11,B0CLDL674B,Free People,yes,9314149978623516883,V
"POLO RALPH LAUREN Men's 5.75-Inch Traveler Swim Trunks, Large, Green",8167931,7935600,$119.95,1,$119.95,$119.95,$119.95,A5GF7H2RGGB60,1,B08NXX8NZ3,882921944195,8.83E+11,,POLO RALPH LAUREN,no,9313373491687322116,V
Tommy Hilfiger Short Sleeve Jaipur Paisley Ruffle Fit-and-Flare Bay Blue Multi 8,,,$74.72,2,$66.77,$172.30,$74.72,A39WWGXFOLEB1L,1,B08TQDP257,195105840979,1.95E+11,,Tommy Hilfiger,no,9311901807524788177,V
"Lacoste Kid's Straightset 119 1 Sneaker, White Navy, 12. Medium US Little Kid",1241428,1216744,$50.00,4,$50.00,$60.00,$50.00,A2ZVX1OUSHY6F0,1,B07DR3WYGF,755722922818,7.56E+11,B09M26DDL9,Lacoste,no,9301677869535246088,V
"Tommy Hilfiger Women's Jewelry Ionic Plated Carnation Gold Steel Necklace with Mother of Pearl, Color: Carnation Gold (Model: 2780657)",3201273,6391876,,1000,,$85.00,,-,0,B0BB4QCDG9,885997464130,8.86E+11,,Tommy Hilfiger,yes,9294354095216170440,V
"Lacoste Women's L971S Oval Sunglasses, Opaline Rose, One Size",2114987,2152966,$45.37,2,$45.37,$175.00,$45.37,A16NR69SP2FY94,3,B09RF6ZLRB,886895538206,8.87E+11,B0CLPBHJMT,Lacoste,no,9289676845028812767,V
Polo Ralph Lauren Big & Tall Big & Tall Classic Fit Bedford Chino Pants Khaki Tan 56 32,,,$68.00,,$68.00,$80.00,,-,0,B07K8R61Y5,712169263188,7.12E+11,,POLO RALPH LAUREN,yes,9283378529794815586,V
Free People Womens Marla Textured Sheer Henley Gray M,4023190,6770998,$58.80,,$58.80,$75.55,,-,0,B0B7KMZPLR,195889322043,1.96E+11,,Free People,yes,9275626148585933282,V
"Lacoste Men's Carnaby Sneaker, White/Navy/Dark Red, 12",784635,739277,$62.98,1,$62.98,$109.97,$62.98,APV6T4RKTKPW0,2,B07P3NM6TZ,193367123342,1.93E+11,B0C97C6Q4M,Lacoste,no,9275264832838025544,V
"POLO RALPH LAUREN Men's Performance T-Shirt Summer 2021 (Red, X-Large)",1861503,1421422,$65.44,1,$58.99,$70.68,$65.44,A48T25DC7FFOI,1,B096QTR94L,767325069999,7.67E+11,,POLO RALPH LAUREN,no,9269071334728836513,V
"Tommy Hilfiger Men's Underwear FLX Evolve Multipack Trunks, Mahogany, X-Large",,,$44.50,4,$44.50,$49.99,$44.50,A3208L1GETM6S3,1,B08XJVTK7C,88541951500,88541951500,B0CVJ3D2GV,Tommy Hilfiger,no,9258312636393787299,V
Free People Anyway Tee Deep Teal SM (Women's 4-6),1056754,1107073,,,$62.51,$75.00,$69.43,A1O29P9Z7BFBW,1,B0BGZN6NVV,196790308461,1.97E+11,B0BMJBLHNP,Free People,no,923983295202278158,V
"Lacoste Men's L001 Sneaker, White/Off White, 11.5",208248,177014,,,$109.95,$115.00,$109.95,A19YF9ARFJN5WK,2,B08S47QFKG,193367712072,1.93E+11,B0BLTX8R5F,Lacoste,no,9237906281440304792,V
POLO RALPH LAUREN Kids Mens Kid's Plaid Fun Shirt & Stretch Chino Pant Set (Infant) Multi Fun Shirt 6 Months 8.75,,,,,$100.59,$111.62,,-,1,B0CKNNPTM4,196231352831,1.96E+11,,POLO RALPH LAUREN,no,9235257059389974115,V
"Tommy Hilfiger Men's Roaklyn Sneaker, Camo/Navy 021, 7.5M",137179,116871,,,,$75.00,,-,,B09N5QJMR6,196301971986,1.96E+11,B0CLP9B7YX,Tommy Hilfiger,yes,9222184627471199011,V
"Tommy Hilfiger Mens Long Sleeve T-Shirt (X-Large, White)",13917003,11953748,$25.00,1,$25.00,$38.99,$25.60,A2Y8CKHQSZF3V6,2,B07DR5SZ81,719220961151,7.19E+11,,Tommy Hilfiger,no,9222179314435346830,V
"POLO RALPH LAUREN Men's Big Man All Over Pony Woven Sleep Pant, RY27RX, Black/White, 4XL",4901780,2511847,$65.00,1,$65.00,$137.34,$65.00,A16QE3XBEKG4RP,1,B07K224HJB,738994833280,7.39E+11,,POLO RALPH LAUREN,no,9218197422198061855,V
"Lacoste mens Chaymon Sneaker, White/White Nappa Leather, 11 US",415486,421493,,,,$114.95,$114.95,-,,B07DPPV8NZ,755722857103,7.56E+11,B0C97BNFR5,Lacoste,no,9212049782924293216,V
"POLO RALPH LAUREN Men's Stretch Classic Fit Boxer Briefs, Trunks & Long Leg Available, 3-Pack, White/Polo Black & Blue Saturn Stripe/Blue Saturn, X-Large Tall",53496,43068,,1000,,$45.00,$51.00,A16QE3XBEKG4RP,1,B0B47MWJTP,196062440424,1.96E+11,B0BT9D2M5S,POLO RALPH LAUREN,yes,920718266648486400,V
"Tommy Hilfiger Men's Active Soft Shell Jacket, Ice/Two Tone Flag, Small",95935,124994,,,,$166.21,,-,,B07RK4P8YP,888807627404,8.89E+11,B0D1JPK8DP,Tommy Hilfiger,yes,9199444655417992811,V
Free People Brayden Western Boot Bone EU 40 (US Women's 10) M,502452,562096,,,$360.01,$395.20,$370.33,A1UZ5BDW6O7KAD,3,B09ZQN1YH2,194374564012,1.94E+11,B08KF3L5ZP,Free People,no,9181494941367765611,V
"Tommy Hilfiger Men's Anello Sneaker, Grey, 9.5",1268195,1266016,$98.00,1,$98.00,$140.34,$98.00,AWCBSQBR1IHS1,1,B092WTXRX8,195972308947,1.96E+11,B092X44328,Tommy Hilfiger,no,9174081522482072253,V
Tommy Hilfiger Men’s All-Season Stretch Dress Shirt Green XXL (Neck:18-18.5 Sleave: 32/33),2606656,2859418,$39.99,,$39.99,$39.99,,-,0,B0CND4B262,196667269765,1.97E+11,,Tommy Hilfiger,yes,9168896237514934461,V
"Tommy Hilfiger Boys' 2-Piece Formal Suit Set, Bright Blue, 20, TBSFE00F-430",22722,18821,,,,$76.00,,-,,B09S6VWZK6,194931275610,1.95E+11,B0CV7V4T8G,Tommy Hilfiger,yes,9159953640088317858,V
"Tommy Hilfiger Men's Performance Faux Memory Bomber Jacket, Navy Filled, XX-Large",956543,885512,$99.16,2,$91.21,$165.00,$96.64,-,2,B0B5FM3SKR,888807318241,8.89E+11,B0B5FLLBRZ,Tommy Hilfiger,no,9159590598492859588,V
"Tommy Hilfiger Boys' T Shirt with Velcro Brand Closure at Shoulders, Bright White, XL",1227501,2190161,,,$26.50,$29.50,,-,0,B09YVRZLWZ,196038285790,1.96E+11,B09QYCF4TR,Tommy Hilfiger,yes,9157683789027541002,V
"Tommy Hilfiger Women's Scuba Crepe Structured Dress, Black",231733,297190,$76.67,1,$65.46,$212.41,$90.08,A24V851RG6UNB7,3,B09Y2LVHS3,195105082348,1.95E+11,B09Y2X4YQY,Tommy Hilfiger,no,9155331039361630050,V
"Tommy Hilfiger Short Sleeve Tops-Cotton Shirts for Women with V-Neckline and Logo Detail, Deep Black, XX-Large",293548,647887,,,$33.81,$52.94,$42.25,A39WWGXFOLEB1L,2,B07R9NQ19B,190607885664,1.91E+11,B0CLT2J81J,Tommy Hilfiger,yes,9153700519766749354,V
POLO RALPH LAUREN Court Low-Top Sneaker White/Light Navy/Vivid Pink 7 D (M),,,$106.77,1,$94.78,$110.00,$96.50,A14SF9GV076TIM,2,B09TTB63KX,195167300923,1.95E+11,,POLO RALPH LAUREN,no,9150090863580188148,V
"Tommy Hilfiger Women's Adaptive Faux Fur Hoodie with Zipper Closure, Pinecone Tan",3309083,2729518,,,$127.50,$129.08,,-,0,B0BPMPW7HT,196038775833,1.96E+11,B0BPMG79S3,Tommy Hilfiger,no,9146670916976267375,V
Lacoste Misano Sport SCY White/Light Grey 11.5 M,,,$132.97,,$119.99,$125.00,,-,1,B00LQ97AS4,887255806164,8.87E+11,,Lacoste,no,9137945691949307291,V
"Free People Women's Adella Bralette, Charcoal, Grey, XL",58431,70639,$38.00,,$38.00,$96.99,$59.79,-,,B07B4J338C,190380362475,1.90E+11,B0BJLJMJ3W,Free People,yes,9129650994502265662,V
"POLO RALPH LAUREN Men's Fleece Pants, Alaskan Heather, Grey, XXL",4447714,2970937,$99.00,1,$99.00,$208.55,$94.20,A3RKAGWV6FHG5U,2,B077QJ3T2M,889697747678,8.90E+11,,Polo Ralph Lauren,no,9127581409374242158,V
"Lacoste Men's Organic Brushed Cotton Fleece Shorts, Rouge, 4X-Large",180194,229379,$55.00,7,$55.00,$85.00,$55.00,ATT4HF1MHG1C6,1,B09RQBDWFD,195750388369,1.96E+11,B09RQMZDPY,Lacoste,no,9123999426533812948,V
"Tommy Hilfiger Women's Faux Wrap High Low Midi Dress, Spruce, 6",335693,290327,$59.93,2,$48.99,$241.82,$59.93,A24V851RG6UNB7,1,B0945VPKB5,195105864241,1.95E+11,B008AVFTFW,Tommy Hilfiger,no,9121364312535470656,V
Polo Ralph Lauren Classic Fit w/Wicking 3-Pack Boxer Briefs Bermuda Blue Stripe/Andover Heather/Cruise Navy MD,4113215,3999407,,,$69.99,$69.99,$76.02,A2YGW1BKN89EQD,1,B07TFHQ71Z,192503547073,1.93E+11,B09C6PDGB8,POLO RALPH LAUREN,no,9120280053900177786,V
Tommy Hilfiger Womens Plaid Pajama Pants Size X-Large Color Hilfiger Woven Flag,,,$39.21,,$39.21,$62.01,,-,1,B0BLSW1YFB,193666395150,1.94E+11,,Tommy Hilfiger,no,910382413812538600,V
"Polo Ralph Lauren Womens Pony Logo V-Neck T-Shirt (Large, Black)",325799,620411,$52.99,,$48.50,$64.99,$53.54,A48T25DC7FFOI,1,B09RZK7NH4,882926929340,8.83E+11,B01EM9Z4AA,Polo Ralph Lauren,no,9102353397993539642,V
"Polo Ralph Lauren Women's Classic Fit Mesh Polo Shirt, BasicPink, Small",184446,178446,$107.44,2,$100.99,$130.00,$107.44,A48T25DC7FFOI,1,B0926CK4N1,195092490508,1.95E+11,B07L9GBW5X,POLO RALPH LAUREN,no,9101971537288125189,V
Free People Almost Paradise Platform Orchid EU 39.5 (US Women's 9.5) M,1100798,1109823,$68.71,2,$60.76,$138.00,$96.80,A39WWGXFOLEB1L,1,B0B46CMLJX,196790304098,1.97E+11,B0BJQFXX75,Free People,no,9095758173096551217,V
Free People See It Through Dress Black Combo XS (Women's 0-2),590724,509373,$122.24,1,$111.33,$168.00,$102.14,-,4,B0C3H42QQK,197267132770,1.97E+11,B0C7LT8GCM,Free People,no,9095297092405286367,V
Free People After Riding Mule Sunset Sand Suede EU 36.5 (US Women's 6.5) M,520223,538465,$105.05,2,$95.91,$157.47,$105.23,A39WWGXFOLEB1L,4,B0CDL9LSN6,197267362801,1.97E+11,B0CK553J55,Free People,no,9083832386134284854,V
Free People Robby Bomber Nomadic Desert MD (Women's 8-10),2370062,2261500,$109.64,2,$98.00,$148.00,$109.64,A3PH9J29SHUGY7,1,B0B31CXQH8,196347872322,1.96E+11,B0B8DYVPZP,Free People,no,9083174151534463078,V
"Tommy Hilfiger Men's Athletic Socks - Cushioned Crew Socks (5 Pack), Size 7-12, White Logo",60159,93906,,,$30.32,$45.36,$29.03,A2R7GK0ZX2H69Y,1,B0BSRGCLZ4,194882144393,1.95E+11,B0B1LDN365,Tommy Hilfiger,no,908264892366288265,V
Free People Seamless Mini Slip Nude MD-LG (Women's 8-12),1134118,1387602,,,$40.86,$74.93,$49.10,A39WWGXFOLEB1L,1,B07D7RH8V9,190380617308,1.90E+11,B07S36PTR7,Free People,no,9077568006993649197,V
"Lacoste mens Gripshot Sneaker, Wht/Nvy Leather, 7.5 US",215507,223907,,,$140.34,$147.41,$140.34,ANZYNJW9IIF9C,1,B08BQX3Y51,193367530065,1.93E+11,B0B62F1SWK,Lacoste,no,9075794671941542772,V
Tommy Hilfiger Hat and Scarf Set (Sky Captain),2190856,1992489,$44.99,153,$44.99,$49.99,$44.99,A2KDS9GVEE7EW3,1,B0BP3VDDCJ,722947447723,7.23E+11,B0BP3J2L4J,Tommy Hilfiger,no,9073622181486562408,V
Free People Layla Denim Miniskirt Deep Indigo 4,734017,852894,$47.99,3,$43.00,$68.00,$48.10,A39WWGXFOLEB1L,5,B0BSNFFCVR,196790791423,1.97E+11,B0CNF3W6D4,Free People,no,9073021295708361433,V
"Tommy Hilfiger Women's Standard One Piece Swimsuit, Deep Black, 14",2391660,2797858,$108.00,1,$108.00,$219.69,$108.00,A5B8CQY4F8JBW,1,B08562HTT9,194414095797,1.94E+11,B09ZLPXLNV,Tommy Hilfiger,no,9068696924012322403,V
Free People We The Free Just Float On Flare Jeans Jericho Blue 30,2000572,1843213,,,$116.78,$132.36,$114.15,ANZYNJW9IIF9C,1,B09NRF85MY,190380439436,1.90E+11,B08MBBB4NB,Free People,no,9066880804075468389,V
"Tommy Hilfiger womens Port Access Logo T-shirt T Shirt, Bright White, Small US",1224451,1191029,,,$49.99,$49.99,$49.99,A3IX9KRU50AS45,1,B09QY2DK4Z,89467895589,89467895589,B0CZDDDP2Y,Tommy Hilfiger,yes,906487329411262733,V
POLO RALPH LAUREN Kids Baby Boy's Cotton Oxford Sport Shirt (Toddler) New Rose 3T Toddler,334897,318802,,,$69.50,$96.99,$69.50,ALJLVEZKE5DIP,1,B074KQXC89,190618458567,1.91E+11,B07HJG8FDV,POLO RALPH LAUREN,no,906401647915611514,V
"POLO RALPH LAUREN Men's Tall Man Woven Cotton Long Sleeve Pajama Top, RY25RT, Black/Red, 3XLT",4992346,4451859,$65.00,1,$65.00,$154.45,$65.00,A16QE3XBEKG4RP,2,B07JB4885P,192503073848,1.93E+11,B0CNSB2LP6,POLO RALPH LAUREN,no,906198282392674965,V
Polo Ralph Lauren Baby Boy's Heritage Court II Bear EZ (Toddler) White/Navy 7 Toddler M,261586,249065,,,$68.49,$68.49,$68.49,A18E9E18NS6L98,1,B0C8T45L7L,196382556010,1.96E+11,B0CB8RJJ97,Polo Ralph Lauren,yes,9053038945691626382,V
Free People Women’s Cozy Pullover Sweater Sugared Mint X-Small,12276203,11940539,$50.00,,$50.00,$69.99,,-,0,B09WCJXXZZ,195191923396,1.95E+11,,Free People,yes,9047532937413879385,V
"Tommy Hilfiger Men's Warren Oxford, Cognac 210, 7M",469756,439017,,,$64.75,$150.01,$64.21,A24V851RG6UNB7,1,B09N5M69CK,196301905394,1.96E+11,B083PLLY5W,Tommy Hilfiger,yes,90306489880426594,V
Lacoste T-Clip 223 3 SMA White/Navy 8.5 M,1417315,1410773,,,$118.00,$120.00,,-,0,B0C863S95Y,196224263779,1.96E+11,B0CGMDLWCC,Lacoste,no,9026088728507742470,V
"Lacoste mens Long Sleeve Paris Polo Shirt, Grape Vine, Small US",221235,236825,,,$185.87,$243.28,$186.90,ANZYNJW9IIF9C,1,B08QDPDPYH,192536731654,1.93E+11,B08QG1MMMW,Lacoste,no,902273755831197229,V
Tommy Hilfiger Leather Dress Belt Black 46/48,5687218,4003596,$57.99,143,$48.00,$125.63,$57.99,ALNXDINFJN088,1,B07RHW2RQB,34758344024,34758344024,,Tommy Hilfiger,no,9021415144008544139,V
"Lacoste Men's Chaymon Sneaker, NVY/Wht, 12",45352,38596,,,$178.46,$178.46,$178.46,ANZYNJW9IIF9C,1,B0BQCV29Q3,196224235134,1.96E+11,B097FTM3LT,Lacoste,yes,9020954384000172737,V
"FP Movement by Free People Women's Free Throw Crop Top, Tropical Pink, XL",,,,,$28.77,$49.99,$33.76,A2J9E75MKUJXWD,1,B09PK6DD8R,195889438096,1.96E+11,,Free People,no,9018156481793089616,V
Free People One I Love Dress Denim Combo SM (Women's 4-6),792274,1192219,,,$130.00,$168.00,$141.98,AC8YLFVHG3SK2,1,B0BSNFMTGN,196790412809,1.97E+11,B0C551LQ7L,Free People,no,9015503573116898734,V
Tommy Hilfiger Short Sleeve Smock Yoke Top Ivory XS (US 0-2),8657982,8092905,$52.13,,$52.13,$62.55,,-,0,B09Z854GD7,195105237793,1.95E+11,B0B2KL4MHZ,Tommy Hilfiger,yes,9014912354423197096,V
"Lacoste Men's Sport Short Sleeve Semi-Fancy Ultra Dry Performance Polo, White/Black, 3X-Large",1185693,1030502,$99.00,1,$99.00,$118.28,$99.00,A3QQKPN9QHVAJN,1,B08B46XWKP,194951856790,1.95E+11,B0BMDYY8XL,Lacoste,no,899789767385005171,V
"Tommy Hilfiger Men's Modern Essentials French Terry Sweatshirt, Mahogany, Small",1171623,1221479,$52.12,8,$52.12,$69.50,$52.12,A1QFV54JFUWZAD,1,B08XKH3HT9,88541986915,88541986915,B072Y8YT2X,Tommy Hilfiger,no,8996605094929402621,V
"Tommy Hilfiger Girls' Stretch Denim Shortall, Nolita Wash, 12-14",1936033,1831111,,,$104.99,$104.99,,A20FLYA0IW2L9O,1,B09RP9SHR9,195958420199,1.96E+11,B07JKM4LSJ,Tommy Hilfiger,no,8988639350220003871,V
"Tommy Hilfiger Women's Scuba Crepe Structured Dress, Black",239583,294928,$64.00,2,$52.79,$212.41,$73.14,A24V851RG6UNB7,2,B09Y2LZ8RN,195105082287,1.95E+11,B09Y2X4YQY,Tommy Hilfiger,no,8985209861368498557,V
"Tommy Hilfiger Men's Lightweight Waterproof Regatta Jacket, Racing Red, Small",183723,159133,,1000,,$191.70,,-,0,B07G2NLPLX,719220977978,7.19E+11,B09VNTLBCT,Tommy Hilfiger,yes,8979652964034168553,V
Tommy Hilfiger Long Sleeve Pin Tuck Top Bright White XL (US 16-18),,,$52.82,,$52.82,$98.74,,-,1,B09X5GGHJ1,195105181775,1.95E+11,,Tommy Hilfiger,no,8976343199019638486,V
Free People Everyday Lace Triangle Electropop XL (Women's 14),3730569,2662383,$16.80,,$16.80,$28.00,,-,0,B09VFJ76CZ,196347464862,1.96E+11,B0B8F2M7JX,Free People,yes,8966389755819298037,V
"Lacoste Men's Henley Neck Pima Cotton Jersey T-Shirt, Black, Small",552913,567158,$64.99,9,$59.50,$59.50,$63.29,A1QFV54JFUWZAD,3,B01M3017JQ,190391430668,1.90E+11,B07C82FPYL,Lacoste,no,8963882412747598289,V
"Tommy Hilfiger Men's Modern Essentials French Terry Jogger, Grey Heather/Dark Navy Stripe, XX-Large",529372,510100,$47.20,6,$47.20,$68.98,$47.20,A1QFV54JFUWZAD,3,B078HDQZPW,88541552783,88541552783,B0CLJY2449,Tommy Hilfiger,no,8963129391102530238,V
"Tommy Hilfiger Women's TREVYS Loafer Flat, Black Leather, 7.5",284639,222950,$49.45,2,$41.50,$153.59,$63.46,A39WWGXFOLEB1L,1,B0B1FWPHPQ,196496360237,1.96E+11,B0B1G95GS5,Tommy Hilfiger,no,8955391843360068692,V
"Tommy Hilfiger Girls 2-Piece Graphic Tee & Scooter Set, Everyday Casual Wear, Comfortable Fit, Egret/Navy",345467,322044,,,$76.37,$76.37,$76.37,A20FLYA0IW2L9O,1,B0CD891N4F,196601836527,1.97E+11,B0CD8ZQ8KS,Tommy Hilfiger,yes,8945734381944396051,V
