Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),PID,Black_list
Kate Spade New York Winnie Parch/Black 7.5 M,4496377,3727713,$99.20,,$99.20,$183.52,,-,0,B0BH4GFT71,196021185441,196021185441,B0C5FQRSW8,Kate Spade New York,yes,none,Y
"Tory Burch Women's 79985 Double T Nappa Leather Sport Slides, (402 Perfect Navy, US Size, 9)",3419973,4365999,$231.01,1,$215.00,$248.00,$231.57,A22XJXTXTCFKGS,2,B09HPQ5887,196133039168,196133039168,B0CP6MXJZN,Tory Burch,no,none,Y
TYR TPSR6A41932 Thresher Solids Male Racer Navy/Blue 32,4433894,4132122,$43.66,1,$39.67,$89.99,$43.66,A218NCVVSLQN1Q,1,B07DX5FK55,36702655347,36702655347,B0CGMW5KN1,TYR,no,none,Y
TYR TPSR6A8822 Thresher Solids Male Racer Black/Grey 22,4433761,4248358,,,$65.31,$65.31,$65.31,-,1,B07DX53CD6,36702655200,36702655200,B0CGMW5KN1,TYR,no,none,Y
"Kate Spade New York Women's Bowdie Ballet Flat, Allspice Cake, 7",4956713,3855300,$97.90,,$97.90,$178.00,,-,0,B0CCQF6WZ2,196021381645,196021381645,B0CCQ9QTT2,Kate Spade New York,yes,none,Y
"Kate Spade New York Women's Bowdie Ballet Flat, Allspice Cake, 6",4941243,3856446,$97.90,,$97.90,$178.00,,-,0,B0CCQMJQX5,196021381645,196021381621,B0CCQ9QTT2,Kate Spade New York,yes,none,Y
Kate Spade New York Schuyler Small L Zip Bifold Wallet,4947974,4804345,$114.00,1,$114.00,$114.00,$114.00,A1ZHMJTRE5D2I,1,B0BWC2ZW29,196021187155,196021187155,B0B3QY46ZP,Kate Spade New York,no,none,Y
"Kate Spade New York Women's Bowdie Ballet Flat, Allspice Cake, 11",4971001,3833094,,,,$178.00,,-,,B0CCQH7238,196021381096,196021381096,B0CCQ9QTT2,Kate Spade New York,yes,none,Y
Kate Spade New York Schuyler Small Dome Crossbody (deep jade),3308601,3033652,$125.00,1,$110.81,$149.97,$121.59,-,4,B0BPWY25FR,196021186943,196021186943,,Kate Spade New York,no,none,Y
TYR DBRA7A42026 Brandello Diamondfit Blue 26,5044868,4800956,$42.90,3,$37.95,$54.99,$42.90,A3V1BO3WFJIOCU,1,B002KQD018,36702741996,36702741996,B0CFNPKVJZ,TYR,no,none,Y
"TYR Women's Meraki Cutoutfit Swimsuit, Purple/Multicolor, Size 26",3092254,8184789,$41.90,1,$36.95,$53.95,$41.90,A3V1BO3WFJIOCU,1,B01EXNRRI2,36702581936,36702581936,B01EXNQ76K,TYR,no,none,Y
"TYR Sport Men's Blade Splice Racer Swim Brief, Multi Color, 30",4987778,4855082,$27.98,,$9.99,$44.99,$27.98,A91NAIRPMCC7Y,1,B010R8NGW8,36702014649,36702014649,B010RA601U,TYR,no,none,Y
"TYR Sport Men's Solid Durafast Racer Swim Suit (Royal, 30)",3878020,4522960,$40.95,1,$36.00,$39.95,$40.95,A3V1BO3WFJIOCU,1,B0026I2S68,36702179720,36702179720,B004WLL16K,TYR,no,none,Y
Tory Burch Thea Zip Continental Wallet 146471 Blue Wood 457,3564586,3789876,$239.99,2,$239.99,$239.99,$239.99,A2RBYLFMFH91GO,1,B0CKC3MVNB,196133696460,196133696460,,Tory Burch,no,none,Y
TYR Women's Comp Tri Tank Purple/Black L,4783333,4544884,$62.98,3,$44.99,$59.99,$62.98,A91NAIRPMCC7Y,1,B06XXJPKTV,36702636773,36702636773,B09B1TD5YY,TYR,no,none,Y
"TYR Women's Competitor Tri Tank (Black/Purple, Small)",5046120,4575776,$62.98,4,$44.99,$59.95,$62.98,A91NAIRPMCC7Y,1,B06XXLS3LW,36702636759,36702636759,B09B1TD5YY,TYR,no,none,Y
TYR DBRA7A31034 Brandello Diamondfit Green 34,5039965,4615650,$42.90,1,$37.95,$54.95,$42.90,A3V1BO3WFJIOCU,1,B07L462DM8,36702741958,36702741958,B0CFNPKVJZ,TYR,no,none,Y
TYR DBRA7A42036 Brandello Diamondfit Blue 36,5017527,4617206,$42.90,1,$37.95,$37.95,$42.90,A3V1BO3WFJIOCU,1,B07L46DJX6,36702742047,36702742047,B0CFNPKVJZ,TYR,no,none,Y
"TYR Women’s Mantova Maxfit Swimsuit, Red, 26",10177741,11923250,$54.90,3,$49.95,$79.99,$54.90,A3V1BO3WFJIOCU,1,B07BBVTF7Z,36702714310,36702714310,B0C3GSTLNH,TYR,no,none,Y
"TYR Valor Diamondfit, Red/White/Blue, 28",5071252,4759972,$54.90,,$49.95,$49.95,,-,1,B07QGH3PWK,36702807463,36702807463,B07QC98H1D,TYR,no,none,Y
Buffalo David Bitton Women Eyelash Twisted Yarn Sweater 1105873 Pink S,5318428,4173182,$32.99,9,$32.99,$39.99,$32.99,A3KCW0JQJAV742,1,B07NLMM59T,192412262081,192412262081,,Buffalo David Bitton,no,none,Y
"TYR Women's Costa Mesa Cutoutfit Swimming One Piece, Orange/Purple, Size 30",5236035,5010183,$44.90,1,$39.95,$54.65,$44.90,A3V1BO3WFJIOCU,1,B076CH7WTF,36702099738,36702099738,B076CJPCHT,TYR,no,none,Y
Kate Spade Leila Large Continental Wallet Snake Leather In Parchment Multi,5338181,5149597,$98.86,4,$94.00,$109.48,$99.60,A1FTGRDFS6KSZH,4,B0BWZ2GDV7,196021216510,196021216510,,Kate Spade New York,no,none,Y
TYR SBRA7A42030 Brandello Hero Jammr Blue 30,4914617,4548785,$32.90,1,$27.95,$39.95,$32.90,A3V1BO3WFJIOCU,1,B07L4ZSMV9,36702745154,36702745154,B0C38M4V4H,TYR,no,none,Y
"TYR Men’s Perseus Jammer Swimsuit, Multi, 34",5404793,5230640,,,$49.99,$49.99,$53.97,A22YKJV2DUCVPX,1,B07C9W8TYJ,36702709576,36702709576,B0CGMVPZWQ,TYR,no,none,Y
"Kate Spade New York Grace Smooth Leather Satchel, Black",3606572,3606572,$398.00,,$398.00,$398.00,,-,0,B0CNV3W6XD,196021449659,196021449659,B0CNVCPKVJ,Kate Spade New York,yes,none,Y
"TYR Women's Solid Halter Controlfit Swimsuit (Black, Size 14)",4121312,5090156,$74.00,1,$74.00,$74.99,$74.00,A5B8CQY4F8JBW,2,B00CXSXFI6,36702421911,36702421911,B00E5G5WB2,TYR,no,none,Y
"TYR Fishnet V Neck Zip Controlfit, Turquoise, 14",5499373,4495203,$63.98,3,$45.99,$79.99,$63.98,A91NAIRPMCC7Y,1,B07Y3QM6VT,36702977944,36702977944,B08TBD8J14,TYR,no,none,Y
TYR TTSSCF6A194S Women's Comp Speedsuit Grey/Coral S,5142727,4953926,$90.00,1,$80.02,$183.99,$90.00,ALYX98611MO7D,1,B07L9W8RZV,36702766623,36702766623,B0CLSXLS1J,TYR,no,none,Y
Kate Spade New York Marti Crossbody Small Dark Watermelon Gelato,5567425,5383333,$169.12,3,$154.17,$198.00,$169.12,A1WTOJSJJF8L89,2,B0BBYRX6FR,196021022852,196021022852,,Kate Spade New York,no,none,Y
Tory Burch 138772 Britten Moose Brown With Gold Hardware Women's Convertible Crossbody Bag,3499793,3443101,$259.99,,$259.99,$366.99,,-,0,B0CZM4DJF9,196133925652,196133925652,,Tory Burch,yes,none,Y
"TYR Women's Arvada Brooke Tank, Black, Medium",5626802,5304830,$29.99,1,$25.00,$49.95,$29.99,ADMWPNPQR2R3E,1,B076CJSF9J,36702093842,36702093842,B0CGR6S4N4,TYR,no,none,Y
"TYR Valor Diamondfit, Red/White/Blue, 36",5124134,4730269,$54.90,1,$49.95,$64.95,$54.90,A3V1BO3WFJIOCU,1,B07QHM68BC,36702807500,36702807500,B07QC98H1D,TYR,no,none,Y
"Tory Burch Women's Simple Strap Espadrilles, Gardenia, White, Tan, 7.5 Medium US",5629417,5448227,$224.18,,$208.00,$208.00,,-,1,B0BRSX3JG3,196133602904,196133602904,B0BB18X86Q,Tory Burch,no,none,Y
"Kate Spade New York Women's Martina Fashion Boot, Silver/Gold, 9.5",5560952,5331677,$178.80,,$178.80,$178.80,,-,0,B0CCF7WQWT,196021378416,196021378416,B0CCFH3SCS,Kate Spade New York,yes,none,Y
Kate Spade New York Morgan Rose Garden Printed Saffiano Leather Zip Around Continental Wallet Black Multi One Size,5737854,5525614,$120.00,1,$115.00,$179.95,$120.00,A3Q8XH0WHEBH8F,1,B0BB6X8FS1,196021156250,196021156250,,Kate Spade New York,no,none,Y
TYR ASTM6A08823 Avictor Supernova Jammer Blk/Grey 23,5730953,5515463,$309.20,1,$309.20,$524.99,$309.20,A3V1BO3WFJIOCU,1,B082MW3KTR,36702877145,36702877145,,TYR,no,none,Y
Kate Spade New YorK Station Neck,3838308,3528342,$60.68,,$60.68,$109.52,,-,0,B0CGMXSR2T,196021358012,196021358012,,Kate Spade New YorK,yes,none,Y
"Kate Spade New York Women's Martina Fashion Boot, Silver/Gold, 9",5568166,3787595,$178.80,,$178.80,$298.00,,-,0,B0CCF8143R,196021378409,196021378409,B0CCFH3SCS,Kate Spade New York,yes,none,Y
Kate Spade Women's Staci Medium L-Zip Wristlet,3916126,3609249,$67.00,1,$62.00,$98.00,$66.91,A22XVY8DHPU5LM,4,B0C28SGSM3,196021215810,196021215810,,Kate Spade New York,no,none,Y
"Buffalo David Bitton Womens Textured Mixed Yarn Sweater (Grey, Small)",5913585,5188177,$32.99,5,$32.99,$32.99,$32.99,A3KCW0JQJAV742,1,B078WTWYD6,627650596990,627650596990,,Buffalo David Bitton,no,none,Y
TYR VZNOB6A86130 Venzo Genesis Open Back Steel Red 30,5970098,4965512,$270.00,1,$270.00,$549.99,,A218NCVVSLQN1Q,2,B07XW2HM58,36702815642,36702815642,B0CWSZKCVR,TYR,no,none,Y
"TYR Womens Crypsis Cutoutfit, Red, 26",5770615,5259331,$41.85,4,$41.85,$77.89,$41.85,A3V1BO3WFJIOCU,1,B072LN3WZW,36702047937,36702047937,B0C461VG7G,TYR,no,none,Y
Kate Spade Staci Dual Zip Around Crossbody (Lilac moon),5178635,5192795,$173.94,1,$173.94,$188.00,$173.94,A316X216AI9M56,1,B0BNLZN5XX,196021191466,196021191466,,Kate Spade New York,no,none,Y
"TYR Glacial Racer, Titanium, 32",4307906,3900247,$29.95,1,$29.95,$49.99,$29.95,A1A8OV4A25HO9P,1,B07QB8FZHN,36702791984,36702791984,B07QGFYM84,TYR,no,none,Y
TYR TCOFN6A582XS Women's Comp Singlet Turq/Grey/White XS,6058699,6635967,$41.56,,$30.00,$49.39,,-,1,B07XW214CP,36702846967,36702846967,B0C3VYY8MY,TYR,no,none,Y
Kate Spade New York Purse Patrice Tote (Cranberry Cocktail),6019987,5753438,$124.98,2,$124.98,$189.49,$124.98,AM6N2HFGPSJN8,1,B098PP9MZN,767883725511,767883725511,,Kate Spade New York,no,none,Y
"TYR 610TGTR5AXXL Guard Trunk, Red, XX-Large",6138585,5939901,$27.41,7,$22.46,$30.95,$27.41,A3V1BO3WFJIOCU,1,B003DV3VV8,36702112093,36702112093,B0CQH6SZG1,TYR,no,none,Y
TYR AVMH6A8820 Avictor Venom Hw Black/Grey 20,6272288,5688454,$222.98,2,$204.99,$349.99,$222.98,A91NAIRPMCC7Y,1,B07B89WK3Z,36702662628,36702662628,B086LDXW51,TYR,no,none,Y
"TYR 610TGTR5AXL Guard Trunk, Red, X-Large",6189946,5977211,$29.90,1,$24.95,$28.25,$29.90,A3V1BO3WFJIOCU,1,B000NXU4RI,36702112086,36702112086,B0CQH6CRFX,TYR,no,none,Y
"TYR 610TGTR5AS Guard Trunk, Red, Small",6181053,5976230,$29.90,1,$24.95,$34.99,$29.90,A3V1BO3WFJIOCU,1,B000NXU4R8,36702112055,36702112055,B0CQH6CRFX,TYR,no,none,Y
TYR KBTSN2Y8262T Boys Solid Thermal Suit Black/Burnt Org 2T,6263033,5555403,$29.99,1,$23.99,$39.95,$29.99,A138GYT3Y3DZXX,2,B01N4MTK7V,36702626965,36702626965,B0CGMX78QC,TYR,no,none,Y
Kate Spade New York Short Sleeve Notch Boxer PJ Set Springtime Dot MD,4447058,4447058,$78.00,,$78.00,$78.00,,-,0,B0CN352J1Q,197117645382,197117645382,,Kate Spade New York,yes,none,Y
Buffalo David Bitton Ezra Mock Neck Rib Crop Top Black/White Stripe XL,6385475,9791317,$19.60,,$19.60,$88.16,,-,0,B09HPNYZFP,195990129715,195990129715,B0BNVWRP63,Buffalo David Bitton,yes,none,Y
TYR RECOF6A68L F 8In Comp Tri Short Black/Purple L,6082766,5145478,$54.90,3,$49.95,$74.95,$54.90,A3V1BO3WFJIOCU,1,B06XXG7RFK,36702637022,36702637022,B0CGMX8ZF9,TYR,no,none,Y
"TYR Girls’ Mantova Maxfit Swimsuit, Green, 24",6131972,6296723,$49.99,1,$49.99,$79.99,$49.99,AKL15WQJWYU6P,1,B07BTT2L4B,36702713146,36702713146,B07CMHRYG3,TYR,no,none,Y
"kate spade new york ""Lady Marmalade Mini Neckalce, 16""",6465105,6250965,$49.41,3,$49.41,$68.00,$46.46,A1EUAW10N8919K,1,B00FNIW7BE,98686467729,98686467729,,kate spade new york,no,none,Y
Tory Burch 38/40 mm Apple Watch Bracelet Band Two-Tone One Size,6097732,4130849,,,$125.00,$125.00,$125.00,A1ZG4FCMRW6QQE,1,B083Z7NWJW,796483494923,796483494923,,Tory Burch,yes,none,Y
"TYR SPORT Women's Standard Monokini, REDWHITEBLUE, 34",6508821,6453093,$52.99,,$45.99,$45.99,,-,1,B08PC5SYHK,194238012567,194238012567,B0CLT5L8F5,TYR,no,none,Y
"TYR Fusion2 Aero Fit Shorts John, Navy, 22",6236070,5012759,$72.05,2,$72.05,$94.00,$72.05,A3V1BO3WFJIOCU,1,B00OPL9WLS,36702455329,36702455329,B018MXDCCO,TYR,no,none,Y
TYR RWDO6A42828 Male Waterpolo Breakaway Royal 28,4629358,6468702,$35.84,3,$30.89,$41.94,$35.84,"A3V1BO3WFJIOCU, A218NCVVSLQN1Q",4,B07RFFFBKQ,36702761956,36702761956,B0CKH85RYB,TYR,no,none,Y
"TYR Fusion2 Aero Fit Shorts John, Black, 38",6108955,4761528,$99.99,1,$99.99,$120.00,$99.99,A3V1BO3WFJIOCU,1,B00EVGDJMK,36702455299,36702455299,B018MXDCCO,TYR,no,none,Y
"TYR Sport Women's Solid Maxback Swim Suit, Adult 28, Royal",6680269,6265289,$55.00,4,$55.00,$89.99,$55.00,A3V1BO3WFJIOCU,1,B07JJ1ZRXJ,36702668347,36702668347,B003GAMBEY,TYR,no,none,Y
Kate Spade New York Harper Satchel Handles Crossbody Shoulder Strap Handbag (Black),6578175,6375561,$164.00,,$164.00,$249.00,$171.35,AM9VLOTH8Y9Z3,2,B0BQJQ8TQ4,,,,Kate Spade New York,yes,none,Y
"TYR 68TCFXP6AXS Women's Pad Front Zip Trisuit, Black/Purple, X-Small",6586315,6398089,$54.90,1,$49.95,$109.95,,A3V1BO3WFJIOCU,1,B003TY5C0W,36702218047,36702218047,B00E3SCFV2,TYR,no,none,Y
TYR ASTM6A08830 Avictor Supernova Jammer Blk/Grey 30,6686059,5316769,$175.00,3,$175.00,$349.99,$175.00,A218NCVVSLQN1Q,1,B086KTBB42,36702877213,36702877213,,TYR,no,none,Y
TYR TFZSJB6A1L Womens Padded Carbon Zip Back Tri Suit Black L,6654010,6468951,$125.00,3,$125.00,$172.28,$125.00,A218NCVVSLQN1Q,2,B07RSZN91K,36702663717,36702663717,B0CGMXL36Z,TYR,no,none,Y
"TYR SPORT Women's Standard Monokini, REDWHITEBLUE, 38",6506106,7420664,$52.99,1,$45.99,$64.95,$52.99,A37H1XZL78WO2R,1,B08PC97L7D,194238012581,194238012581,B0CLT5L8F5,TYR,no,none,Y
"TYR Women's Standard Lola Tankini Top for Swimming, Yoga, Fitness, and Workout, Navy, Small",6732605,6529960,$49.99,,$49.99,$87.98,$49.99,A2VM0HFDE2TVN,1,B074WCSH8W,36702094849,36702094849,B076CH82BM,TYR,no,none,Y
TYR RWDO6A61030 Male Waterpolo Breakaway Red 30,4661006,6375809,$30.89,,$30.89,$65.97,,-,1,B07RKMLB9B,36702762038,36702762038,B0CKH85RYB,TYR,no,none,Y
Kate spade New York Small Patterson Drive Geraldine Satchel in Limelight,6809642,6586148,$167.00,,$167.00,$178.98,$167.00,A316X216AI9M56,1,B097BBLCH2,767883590881,767883590881,,Kate spade New York,no,none,Y
"TYR Men's 7"" Competitor Triangle Shorts, Black/Green/Yellow, Small",6921739,6715727,$37.45,,$32.50,$32.50,,-,1,B000FA0BT0,36702215947,36702215947,B018MXGFUU,TYR,no,none,Y
"Kate Spade New York Morgan Bow Embellished Patent Saffiano Leather Envelope Flap Crossbody, Crepe Pink",4625385,4625385,$258.00,,$258.00,$258.00,,-,0,B0CP2QGPVG,196021451188,196021451188,,Kate Spade New York,yes,none,Y
Kate Spade New York Short Sleeve Notch Boxer PJ Set Springtime Dot LG,4237840,3592716,$78.00,,$78.00,$78.00,,-,0,B0CN34RV2T,197117645399,197117645399,,Kate Spade New York,yes,none,Y
Buffalo David Bitton Ravyn Pull-On Pants Black MD,6466817,5329254,$27.60,,$27.60,$48.30,,-,0,B09HPNVDWP,193851970438,193851970438,B09RP8YF44,Buffalo David Bitton,yes,none,Y
"Buffalo David Bitton Women's Hope Skinny Mid-Rise Peached Twill Pants (2/26, Burgundy)",6875880,6010434,$29.82,,$23.99,$29.99,$29.82,A1FWY2UEDD1DQG,2,B01N33BUPE,627650224817,627650224817,,Buffalo David Bitton,no,none,Y
"kate spade new york Women's Laura Mule, Frozen Lilac, 10 M US",6897691,6252944,$108.03,,$108.03,$117.98,,-,1,B07JC9SYP4,640819568706,640819568706,B0090IL1GK,kate spade new york,no,none,Y
Buffalo David Bitton Ravyn Pull-On Pants Black LG,6475284,5333463,$27.60,,$27.60,$48.30,,-,0,B09HPNBWJ6,193851970452,193851970452,B09RP8YF44,Buffalo David Bitton,yes,none,Y
TYR TKMBZ6A001S Mens Carbon Tank Black S,6957317,6602895,$50.00,,$50.00,$99.95,$50.00,A218NCVVSLQN1Q,5,B079X3BDNL,36702663342,36702663342,B00E3SCF7G,TYR,no,none,Y
"TYR Carbon Tank Top - Men's Black/Orange, S",6931245,6596648,$84.98,,$79.99,$119.99,$84.98,A37H1XZL78WO2R,1,B00MH2BL1Q,36702499156,36702499156,B00E3SCF7G,TYR,no,none,Y
"TYR 93TAQNC7A6 Narciso Aqua Controlfit Swimsuit, Black/Blue, Size 6",7007426,6629169,$64.95,7,$64.95,$88.60,$64.95,A25KOLEN3F7F48,1,B013XKUV3Y,36702204873,36702204873,B0CMCYS5YW,TYR,no,none,Y
"Buffalo David Bitton Womens Classic Denim Jacket (as1, alpha, l, regular, regular, Eggshell)",6969738,5461392,$54.95,4,$54.95,$54.95,$54.95,A32I15TFWUEBFU,1,B0CCK5D176,195990696262,195990696262,,Buffalo David Bitton,no,none,Y
"Buffalo David Bitton Ladies Textured Sweater (Black, L)",7144124,6166729,$34.00,,$34.00,$39.99,$34.00,A3NOQD4SLEVW5L,1,B0772MB65M,627650596938,627650596938,,Buffalo David Bitton,no,none,Y
TYR UHOMC3A401L Biglogo Unisexhoodie Navy L,5457272,6963417,$59.77,,$37.94,$67.50,,-,0,B0BRTJJWTB,194238100363,194238100363,,TYR,no,none,Y
"Kate Spade New York Key Court Ring Box, 0.20 LB, Metallic",7200543,6576516,$59.98,1,$49.99,$52.78,$59.98,A32Y2UEKYMUTCU,1,B07SPY5WF2,882864818041,882864818041,,Kate Spade New York,no,none,Y
"Kate Spade New York Women's Scalloped Hipster Bikini Bottoms, Tagine Pink, Large",6542455,5891090,$49.00,,$49.00,$57.00,$49.00,A274FY5KHQF6YH,1,B0716S7MCM,755448493760,755448493760,,Kate Spade New York,no,none,Y
TYR Women's Avictor Prelude Open Back Racing Suit Black/Multi 29,7274525,7089005,$200.00,1,$200.00,$200.00,$200.00,A3V1BO3WFJIOCU,1,B002HEJYJA,36702143417,36702143417,B003GAMCU2,TYR,no,none,Y
Buffalo David Bitton Luciana Scoop Neck Henley Forever Blue Stripe XL,7127511,5664064,$32.45,,$32.45,$88.66,,-,0,B09KTTTGS2,195990198421,195990198421,B0B8DYDXMM,Buffalo David Bitton,yes,none,Y
"TYR Women's Standard Durafast One Trinityfit Swimsuit, Black Camo/Green, 32",7319517,6906280,$59.70,1,$59.70,$74.99,$59.29,A1PDWJ1MBCI4J3,1,B09K4NTFMR,194238046456,194238046456,B0CTYT2X61,TYR,no,none,Y
"Buffalo David Bitton Ladies' Sculpting Cord Pant (Red, 14/34)",7307597,7084245,$29.99,1,$29.99,$55.99,$55.03,A2J689KBTF1CV,1,B07RG64QXS,192412262449,192412262449,,Buffalo David Bitton,no,none,Y
TYR TTBJSO7A44712 Sol Twist Bra Jumpsuit Storm 12,7517000,7275650,$19.90,,$19.90,$89.99,,-,1,B0858B6D5F,36702975087,36702975087,B089PSWB47,TYR,no,none,Y
TYR TTBJSO7A44714 Sol Twist Bra Jumpsuit Storm 14,7508631,7270041,$25.89,,$19.90,$89.99,,-,1,B0858D8G27,36702975094,36702975094,B089PSWB47,TYR,no,none,Y
TYR TTBJSO7A4476 Sol Twist Bra Jumpsuit Storm 6,7494244,7263797,$25.89,,$19.90,$89.99,,-,1,B0858QF5WP,36702975056,36702975056,B089PSWB47,TYR,no,none,Y
TYR TTBJSO7A44716 Sol Twist Bra Jumpsuit Storm 16,7494145,7261570,$19.90,,$19.90,$89.99,,-,1,B0858DCT9X,36702975100,36702975100,B089PSWB47,TYR,no,none,Y
Kate Spade Dana Wallet on a String Crossbody Bag,3656289,4009805,$154.00,,$154.00,$198.00,$154.00,A316X216AI9M56,1,B09T51MQM7,196021023514,196021023514,B09T5L8J5S,Kate Spade New York,no,none,Y
"TYR mens Vitric Racer Swim Briefs, Green, 36 US",7649410,7396596,$28.99,2,$25.00,$47.74,$28.99,A218NCVVSLQN1Q,2,B0994W46CB,194238021378,194238021378,B0914G1Q2V,TYR,no,none,Y
Buffalo David Bitton High-Rise Cutoffs Shorts/Joan in Indigo Indigo 29,5960851,5960851,$27.60,,$27.60,$59.99,,-,0,B0991XP65C,193851948222,193851948222,B0BP2LMNJZ,Buffalo David Bitton,yes,none,Y
Kate Spade New York Staci Small Flap Crossbody Bag in Pink Multi,7405046,5814246,$208.47,,$199.00,$199.00,$208.47,A1R7S5TP2M45DH,1,B08NCC128C,767883818244,767883818244,,Kate Spade New York,no,none,Y
Tory Burch Women's McGraw Drawstring Leather Satchel Black Pebbled Leather Handbag,7821429,7582825,$524.49,,$508.00,$548.00,$524.49,A22XJXTXTCFKGS,1,B0B6SNJFX5,196133454510,196133454510,,Tory Burch,no,none,Y
"TYR Standard Women's Hexa USA Cutoutfit Swimsuit, Navy/Red",6808480,6842113,$43.98,,$39.99,$84.93,$44.47,A218NCVVSLQN1Q,1,B08TQB5G9W,36702999168,36702999168,B0BPQ8XPQF,TYR,no,none,Y
"TYR Women's Rasguno Cutoutfit Swimming One Piece, Yellow/Purple, Size 30",7670464,7368731,$44.90,1,$39.95,$39.95,$44.90,A3V1BO3WFJIOCU,1,B076CL67VT,36702215633,36702215633,B076CGN7V2,TYR,no,none,Y
"TYR Women’s Plexus Cutoutfit Swimsuit, Green, 30",7724667,7071581,$54.90,,$49.95,$75.40,$54.90,A3V1BO3WFJIOCU,1,B07BTJ7QLV,36702710800,36702710800,B0CGMXCX8F,TYR,no,none,Y
"TYR Women’s Plexus Cutoutfit Swimsuit, Green, 32",7745469,7082404,$54.90,1,$49.95,$68.59,$54.90,A3V1BO3WFJIOCU,1,B07BTVPP5H,36702710817,36702710817,B0CGMXCX8F,TYR,no,none,Y
Tory Burch Kira Chevron Pouch,5334365,4269082,$299.00,,$299.00,$299.00,$299.00,A1639FICRAZRPI,1,B0CTD18V1S,196133111116,196133111116,,Tory Burch,no,none,Y
TYR CHEX7Y224 Hexa Cutoutfit Swimsuit Black/Red 24,7876968,7628573,,,$162.40,$162.40,$151.94,-,1,B07VQSY4K9,36702797757,36702797757,B07CMR5P7J,TYR,no,none,Y
TYR CHEX7Y40924 Hexa Cutoutfit Swimsuit Navy/Gold 24,7883486,7622739,$63.99,3,$63.99,$127.98,$71.51,"A218NCVVSLQN1Q, A3VX72MEBB21JI",3,B07VMLHGKD,36702797955,36702797955,B07CMR5P7J,TYR,no,none,Y
TYR CHEX7Y6224 Hexa Cutoutfit Swimsuit Black/Org 24,7876117,7613213,,,$63.99,$79.99,,-,1,B07VRPVNCV,36702797832,36702797832,B07CMR5P7J,TYR,no,none,Y
Tory Burch 141154 Britten Bluestone Grey/Dark Mahogany Brown With Gold Hardware Croc Embossed Leather Reversible Women's Belt Size Small,7829639,6144891,$139.99,,$139.99,$229.99,,-,0,B0CFYRVRTG,196133459850,196133459850,,Tory Burch,yes,none,Y
TYR CHEX7Y40824 Hexa Cutoutfit Swimsuit NVY/White 24,7862097,7611632,$63.99,19,$63.99,$127.98,$60.72,"A218NCVVSLQN1Q, A3VX72MEBB21JI",3,B07VRNZ7V9,36702797931,36702797931,B07CMR5P7J,TYR,no,none,Y
TYR CHEX7Y6824 Hexa Cutoutfit Swimsuit Black/Purple 24,7859608,7608512,$63.99,24,$63.99,$127.98,$63.99,"A218NCVVSLQN1Q, A3VX72MEBB21JI",3,B07VRMTY13,36702797856,36702797856,B07CMR5P7J,TYR,no,none,Y
TYR CHEX7Y824 Hexa Cutoutfit Swimsuit Black/Gold 24,7870400,7616050,$63.99,2,$63.99,$127.98,$63.99,"A218NCVVSLQN1Q, A3VX72MEBB21JI",3,B07VRMV43N,36702797771,36702797771,B07CMR5P7J,TYR,no,none,Y
TYR CHEX7Y1424 Hexa Cutoutfit Swimsuit Black/Green 24,7867908,7616373,$63.99,2,$63.99,$127.98,$63.98,-,4,B07VRNK8WK,36702797795,36702797795,B07CMR5P7J,TYR,no,none,Y
"TYR 100TMGF3AXXL Men's Sport Competitor Swim Guard Tee, White, XX-Large",7933500,7695560,$25.98,,$21.03,$33.62,$25.98,A3V1BO3WFJIOCU,1,B007TD62US,36702011297,36702011297,B0CTBQ8BCL,TYR,no,none,Y
TYR DVICT7Y63622 Victorious Dmndfit Swimsuit Rd/White/Blu 22,7970052,7734641,$49.90,,$44.95,$44.95,,-,1,B07RSYWPZQ,36702663830,36702663830,B0C3BKV7FW,TYR,no,none,Y
TYR DVIP7A81034 Viper Diamondfit Swimsuit Orange 34,7946009,7720785,$44.90,,$39.95,$39.95,,-,1,B07XVZMNS5,36702740166,36702740166,B0C3BKV7FW,TYR,no,none,Y
"Buffalo David Bitton Ladies' Short Sleeve V-Neck Top (Olive, S)",8154450,6889204,$17.99,2,$17.99,$19.99,$17.99,AGU0Z77H6PX1K,2,B07V7H1SPJ,192412512773,192412512773,,Buffalo David Bitton,no,none,Y
TYR RCR7A51026 Crypsis Alvr Racer Swimsuit Purple 26,8152840,7900245,$28.73,1,$24.74,$44.99,$28.73,A218NCVVSLQN1Q,1,B072J37WMX,36702046510,36702046510,B0BRJRT82S,TYR,no,none,Y
TYR RCR7A14032 Crypsis Alvr Racer Swimsuit Titanium 32,8168276,7889295,$37.34,2,$32.39,$32.39,$37.34,A3V1BO3WFJIOCU,1,B072LN3WSL,36702046619,36702046619,B0BRJRT82S,TYR,no,none,Y
TYR RCR7A40636 Crypsis Alvr Racer Swimsuit Navy/Org 36,8159686,7857655,$21.10,1,$21.10,$24.99,$21.10,A1A8OV4A25HO9P,1,B071LH52FL,36702046701,36702046701,B0BRJRT82S,TYR,no,none,Y
