"Title","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Buy Box 🚚: Current","Buy Box 🚚: Stock","New: Current","New: Highest","New, 3rd Party FBM 🚚: 30 days avg.","Lowest FBM Seller","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC","Parent ASIN","Brand","Prime Eligible (Buy Box)"
"THE NORTH FACE Women's Hedgehog Fastpack 3 Waterproof Hiking Shoes, Gravel/White Dune, 9.5","194120","289678","$ 135.00","24","$ 135.00","$ 135.00","$ 216.02","A7ULJO7NAWM0L","1","B0CHSKQ5YY","0197063206125","197063206125","B0CB77K6PD","THE NORTH FACE","no"
"THE NORTH FACE Canyonlands Joggers New Taupe Green Heather MD R","296243","207308","$ 93.95","1","$ 93.95","$ 122.19","$ 94.39","A24AOXR5J0ALYA","1","B0BH52BNNR","0196011649571","196011649571","B0B5M9FGXS","THE NORTH FACE","no"
"THE NORTH FACE Women’s Venture 2 Waterproof Hooded Rain Jacket (Standard and Plus Size), TNF Black 1, X-Small","255338","468644","","","$ 109.00","$ 154.79","$ 111.27","ASYTRLNACMZUN","1","B01GQUW5PU","0190289530210","190289530210","B09Z79Q695","THE NORTH FACE","no"
"THE NORTH FACE Kids' Reversible ThermoBall Hooded Jacket, Mr. Pink, 3","169303","124152","","","$ 119.03","$ 177.79","$ 119.18","A20FLYA0IW2L9O","1","B0BZWCNXFX","0196573234413","196573234413","B0CNLRHDVM","THE NORTH FACE","yes"
"THE NORTH FACE Kids' Reversible ThermoBall Hooded Jacket, Mr. Pink, 5","168314","124625","","","$ 119.03","$ 177.79","$ 122.11","A20FLYA0IW2L9O","1","B0BZWFZ94B","0196573234604","196573234604","B0CNLRHDVM","THE NORTH FACE","no"
"THE NORTH FACE Kids' Reversible ThermoBall Hooded Jacket, Cave Blue, 7","173788","125553","","","$ 119.03","$ 183.18","$ 112.44","A20FLYA0IW2L9O","1","B0BZWG9QT6","0196573234710","196573234710","B0CNLRHDVM","THE NORTH FACE","yes"
"THE NORTH FACE Fastpack Mid Waterproof Hiking Boot - Kids' Lunar Slate/Lupine, 3.0","261100","264248","","","$ 122.43","$ 123.44","$ 122.43","A20FLYA0IW2L9O","1","B0BGQDNDLL","0196247600490","196247600490","B0CPKX3HD5","THE NORTH FACE","yes"
"THE NORTH FACE Boys' Reversible North Down Hooded Jacket, TNF Black 1, Medium","215490","129457","","","$ 183.74","$ 258.25","$ 183.74","A20FLYA0IW2L9O","1","B09V5T4VFF","0196013442811","196013442811","B09V3BDS51","THE NORTH FACE","no"
"THE NORTH FACE Boys' Short Sleeve Graphic Tee, TNF Black/LED Yellow, X-Small","232186","1440104","","","$ 34.86","$ 41.17","$ 37.45","ANZYNJW9IIF9C","1","B0BGQGWVKL","0196248656243","196248656243","B07V2RBK6T","THE NORTH FACE","yes"
"THE NORTH FACE Women's Flare Insulated Jacket, Minimal Grey, X-Small","95333","76959","$ 158.95","1","$ 158.95","$ 159.95","$ 158.95","A2XZ0K8FIJS0FD","1","B097NHY445","0196013052898","196013052898","B09DKF618F","THE NORTH FACE","no"
"THE NORTH FACE Girls' Glacier Fleece Pullover, Chlorophyll Green, XX-Large","299356","394262","$ 100.60","1","$ 91.50","$ 129.77","$ 116.56","A3KPHGJZVOLD1G","2","B0BZDSZMCK","0196573259034","196573259034","B07LC6XBKW","THE NORTH FACE","no"
"THE NORTH FACE Women's Shelbe Raschel Parka Length With Hood, Gardenia White Heather, X-Large","141609","148962","","","$ 86.02","$ 322.62","$ 89.33","-","","B097NJDMNT","0195438187314","195438187314","B09DQVDRZJ","THE NORTH FACE","no"
