"Title","Buy Box 🚚: Current","Amazon: Current","New: Current","New: Highest","New, 3rd Party FBM 🚚: Current","eBay Used 🚚: Current","Count of retrieved live offers: New, FBM","ASIN","Product Codes: EAN","Product Codes: UPC"
"Birkenstock BirkoSport Arch Support Insoles Men's 9-9.5","$ 69.70","","$ 69.70","$ 70.00","","","0","B002Y4GCH0","0736399023923","736399023923"
"Birkenstock Unisex Arizona Leather Sandal, White Birko Flor, 41 R EU","","","$ 109.95","$ 171.12","","","0","B008YFK5OO","0736399024524","736399024524"
"Birkenstock Unisex arizona, 45N, Dark Brown Birko Flor","$ 109.95","","$ 109.95","$ 236.39","$ 109.95","","1","B000G6SS1G","0736399026245","736399026245"
"Birkenstock Blue Footbed Casual (Sport), Narrow Width, (38) Women 7-7.5","","","$ 118.58","$ 123.08","$ 118.58","","1","B002Q2RR6A","0736399027563","736399027563"
"Birkenstock Men's, Arizona Birko Flor Sandal - Regular Width","$ 98.94","","$ 93.95","$ 189.27","$ 103.94","","3","B07N13TF7K","0736399027594","736399027594"
"Birkenstock Blue Footbed Casual (Sport), Narrow Width, (40) Men 7-7.5 / Women 9-9.5","","","$ 120.58","$ 122.58","$ 120.58","","1","B002Q2RR6U","0736399028454","736399028454"
"Birkenstock Blue Footbed Tradition, EU 42 / US Womens 11-11.5 / US Mens 9-9.5 N","$ 59.95","","$ 59.95","$ 62.99","$ 59.95","","1","B00591NJ08","0736399030358","736399030358"
"Birkenstock Women's Arizona Black Birko-Flor 35 R","$ 106.02","","$ 106.02","$ 150.82","","","0","B07N13HNQL","0736399033380","736399033380"
"Birkenstock Blue Footbed Casual (Sport), Medium Width, (46) Men 13-13.5","$ 60.00","","$ 59.95","$ 119.90","","","0","B001HY2A6A","0736399033533","736399033533"
"Birkenstock Womens Arizona Synthetic Dark Brown Sandals - 7 US","$ 106.98","","$ 106.98","$ 202.26","$ 106.98","","1","B07N154MC8","0736399033915","736399033915"
"Birkenstock Men's Arizona Birko-Flor Sandals, Brown, 5 US","","","","$ 150.00","","","","B07N13NXXJ","0736399033915","736399033915"
"Birkenstock Womens Arizona Black Leather Sandals 37 EU","$ 117.83","","$ 117.83","$ 192.79","$ 117.83","","2","B000JLMF3A","0736399034349","736399034349"
"Birkenstock Arizona White Mens Sandals Size 43 EU","$ 103.72","","$ 103.72","$ 149.00","$ 103.72","","1","B008YFK5M6","0736399034783","736399034783"
"Birkenstock Womens Shoes Blue Footbed-Heeled Flat, Blue, 41 EU/10/Mens 8 M US","","","$ 91.45","$ 137.73","","","1","B002Y4B5WW","0736399041422","736399041422"
"Birkenstock Womens Shoes Blue Footbed-Heeled Flat, Blue, 42 EU/11/Mens 9 M US","","","$ 98.26","$ 144.53","$ 98.26","","2","B002Y45FF0","0736399043396","736399043396"
"Birkenstock Women's Arizona 36 Narrow Taupe Suede","$ 135.00","","$ 135.00","$ 135.00","$ 130.00","","2","B07N13RSF3","0736399044270","736399044270"
"Birkenstock Women's Arizona Taupe Suede 37 N","","","$ 135.95","$ 155.00","$ 135.95","","2","B07N14LKLP","0736399044485","736399044485"
"Birkenstock Women's Arizona Sandal Taupe Suede Size 37 N EU","","","$ 149.00","$ 149.00","$ 149.00","","1","B07MZZGW9H","0736399044485","736399044485"
"Birkenstock Blue Footbed Casual (Sport), Medium Width, (41) Men 8-8.5 / Women 10-10.5","$ 60.00","","$ 60.00","$ 119.90","","","0","B001HY2A2O","0736399045086","736399045086"
"Birkenstock Arizona Narrow Unisex Sandal Size 6, Color: Taupe","","","$ 135.95","$ 164.95","$ 135.95","","1","B07N113KH8","0736399045642","736399045642"
"Birkenstock Unisex Arizona Sandal,Dark Brown Birko-Flor,35 N EU","","","","$ 198.41","","","","B000G6TMHA","0736399045710","736399045710"
"Birkenstock Arizona Suede Sandal - Women's Taupe Suede, 39.0","","","","$ 235.08","","","","B07MZYDCJ1","0736399046014","736399046014"
"Birkenstock New Women's Arizona Slide Sandal Taupe Suede 41 N","$ 125.00","","$ 125.00","$ 227.94","$ 125.00","","3","B07N15DCP4","0736399046335","736399046335"
"Birkenstock Womens Shoes Blue Footbed-Heeled Flat, Blue, 43 EU/Mens 10 M US","","","","$ 137.73","","","","B002Y4ESVC","0736399047158","736399047158"
"Birkenstock Women's Arizona Double Buckle Cork Sandals Black Size 36","","","","$ 147.67","","","","B07N13LKWS","0736399048469","736399048469"
"Birkenstock Women's Arizona Sandal Black Birko-Flor Size 36 M EU","$ 95.99","","$ 95.99","$ 109.95","$ 95.99","","2","B07N15JZ84","0736399048469","736399048469"
"Birkenstock Womens Shoes Blue Footbed-Heeled Flat, Blue, 44 EU/Mens 11 M US","","","","$ 59.99","","","","B002Y4ESWQ","0736399052763","736399052763"
"Birkenstock Arizona Birko-Flor Sandals Black 45 EU","","","$ 110.00","$ 125.00","$ 110.00","","1","B07N15FWT2","0736399054033","736399054033"
"Birkenstock Arizona 45 Black Birko Flor","$ 90.00","","$ 90.00","$ 172.35","","","2","B07N154JKF","0736399054033","736399054033"
"Birkenstock Arizona Unisex Dark Brown Birko-Flor Sandal 36 / Unisex US Size 5-5.5","$ 110.00","","$ 110.00","$ 150.00","$ 110.00","","1","B07N14TVLM","0736399054972","736399054972"
"Birkenstock Blue Footbed Casual (Sport), Medium Width, (36) Women 5-5.5","$ 60.00","","$ 60.00","$ 60.00","","","0","B002Y4CXD2","0736399056204","736399056204"
"Birkenstock Mens Ramses Thong Sandals, Black, Size 41 EU (8-8.5 M US Men)","","","$ 181.18","$ 183.18","$ 179.18","","2","B01N1OX6EC","0736399056426","736399056426"
"Birkenstock Unisex Arizona Blue Birko-flor Sandal 42 N EU","$ 105.00","","$ 105.00","$ 135.00","$ 105.00","","2","B002OBXFFK","0736399056501","736399056501"
"Birkenstock 5179335 Arizona Black Bfl 35","$ 96.84","","$ 96.84","$ 173.94","","","0","B07N1429D9","0736399057959","736399057959"
"Birkenstock Women's Arizona Birko-Flo Black Birko-flor Sandals - 35 N EU (US Women EU's 4-4.5)","","","$ 129.95","$ 205.21","","","0","B000G6SS0W","0736399057959","736399057959"
"Birkenstock Arizona Unisex Dark Brown Birko-Flor Sandal 38 / Unisex US Size 7-7.5","$ 117.00","","$ 117.00","$ 145.00","$ 117.00","","1","B07MZYZPZQ","0736399058352","736399058352"
"Birkenstock Arizona Sandal - Women's Black Birko-Flor, 38.0","$ 78.00","","$ 78.00","$ 163.50","$ 109.90","","2","B07N13QBXK","0736399058772","736399058772"
"Birkenstock Arizona Unisex Dark Brown Birko-Flor Sandal 40 / Unisex US Size 9-9.5","","","$ 110.00","$ 129.94","$ 110.00","","1","B07N1557SH","0736399059281","736399059281"
"Birkenstock Arizona Sandals, Black, 9 Women / 7 Men","$ 90.00","","$ 90.00","$ 174.88","","","2","B07KY44XF5","0736399059694","736399059694"
"Birkenstock Men's, Arizona Birko Flor Sandal - Regular Width Black Birkoflor 40 M","$ 102.24","","$ 102.14","$ 205.15","$ 102.24","","4","B07N151P16","0736399059694","736399059694"
"Birkenstock Arizona Sandals - EUR 38 - Narrow - Black - Leather","","","$ 172.88","$ 205.18","","","","B000JLMF3K","0736399059700","736399059700"
"Birkenstock Womens Arizona Suede Taupe - 37 (US Men's 4.0-4.5; Wmn's 6.0-6.5) B(M) US","$ 125.00","","$ 125.00","$ 195.00","$ 153.45","","2","B07N13G7RN","0736399061345","736399061345"
"Birkenstock Women's Arizona Sandal Taupe Suede Size 37 M EU","","","$ 155.00","$ 155.00","$ 155.00","","1","B07N14DC8Z","0736399061345","736399061345"
"Birkenstock Arizona Narrow Sandal 37.0 US 6 Women's Black Birko-Flor","$ 88.60","","$ 88.60","$ 108.73","","","3","B07N15D6HG","0736399064278","736399064278"
"Birkenstock Women's Arizona Birko-Flo Black Birko Flor Sandals - 37 M EU","","","$ 122.33","$ 125.00","","","1","B00WM8ILI6","0736399064278","736399064278"
"Birkenstock Unisex Milano BS Leather Black Sandals 13 W / 11 M US","","","$ 123.25","$ 156.03","$ 123.25","","1","B000IHNEM6","0736399064469","736399064469"
"BIRKENSTOCK Women's Arizona Sandal Taupe Suede Size 38 M EU","","","","$ 213.18","","","","B07N14ZYTQ","0736399065831","736399065831"
"Birkenstock New Unisex Arizona Sandal Taupe Suede 38 R","$ 125.00","","$ 125.00","$ 161.25","$ 125.00","","3","B07N13ZN7V","0736399065831","736399065831"
"Birkenstock Women's Arizona Taupe Suede 40 R","$ 130.00","","$ 130.00","$ 243.91","$ 130.00","","2","B07N15456F","0736399066586","736399066586"
"Birkenstock Unisex Milano BS Leather Black Sandals 11 W / 9 M US","","","","$ 134.70","","","","B000IHNEQM","0736399070514","736399070514"
"Birkenstock Blue Footbed Casual (Sport), Medium Width, (37) Women 6-6.5","$ 60.00","","$ 59.95","$ 60.00","$ 59.95","","1","B002Q2RR7O","0736399072112","736399072112"
"Birkenstock Arizona Unisex Black Birko-Flor Sandal 38 / Unisex US Size 7-7.5","$ 95.00","","$ 95.00","$ 151.44","$ 95.00","","5","B07N15HD7K","0736399072709","736399072709"
"Birkenstock Womens Arizona Black Birko-Flor Sandals 40 EU","$ 95.00","","$ 95.00","$ 118.53","$ 95.00","","4","B07N14QX9G","0736399073393","736399073393"
"Birkenstock Women's Arizona Brown Birko-Flor","$ 109.99","","$ 109.99","$ 150.64","","","0","B07N14Q19T","0736399074628","736399074628"
"Birkenstock Women's Arizona 36 Taupe Suede","","","$ 155.00","$ 155.00","$ 155.00","","1","B07N16718V","0736399074895","736399074895"
"Birkenstock Unisex Milano BS Birko-Flor Black Sandals 7 W / 5 M US","$ 109.00","","$ 108.50","$ 135.00","","","2","B001EB4WWG","0736399077193","736399077193"
"Birkenstock Unisex Arizona Sandal,Dark Brown Birko-Flor,37 N EU","$ 109.95","","$ 109.95","$ 156.40","","","0","B000I653BC","0736399078770","736399078770"
"Birkenstock Womens Shoes Blue Footbed-Heeled Flat, Blue, 36 EU/5 N US","","","$ 122.58","$ 129.38","$ 119.58","","3","B002Y4ERHW","0736399080315","736399080315"
"Birkenstock Blue Footbed Casual (Sport), Medium Width, (44) Men 11-11.5","$ 59.12","","$ 59.07","$ 119.90","","","0","B001HY44I2","0736399080841","736399080841"
"Birkenstock 6113441 Tokyo White Lthr 41","$ 160.00","","$ 160.00","$ 165.00","$ 160.00","","1","B00E83N9LC","0736399084399","736399084399"
"Birkenstock 6113636 Tokyo White Lthr 36","$ 153.90","","$ 129.90","$ 165.00","$ 153.90","","4","B00E83QK8G","0736399084481","736399084481"
"Birkenstock 6113637 Tokyo White Lthr 37","$ 153.90","","$ 129.90","$ 165.00","$ 153.90","","2","B00E83QKNG","0736399084498","736399084498"
"Birkenstock 6113639 Tokyo White Lthr 39","$ 153.90","","$ 129.90","$ 165.00","$ 153.90","","3","B00E83QLSK","0736399084511","736399084511"
"Birkenstock 6113640 Tokyo White Lthr 40","$ 133.90","","$ 109.90","$ 165.00","$ 133.90","","4","B00E83QM5M","0736399084528","736399084528"
"Birkenstock 6113642 Tokyo White Lthr 42","$ 153.90","","$ 129.90","$ 160.00","$ 153.90","","4","B00E83QN2Y","0736399084542","736399084542"
"Birkenstock 6113446 Tokyo White Lthr 46","$ 153.90","","$ 129.90","$ 291.98","$ 153.90","","3","B00E83NC50","0736399084580","736399084580"
"Birkenstock Professional Unisex's Tokyo Super Grip Leather, Schwarz, 40 M EU/7-7.5 M US Men/ 9-9.5 M Women","$ 119.95","","$ 119.94","$ 206.29","$ 119.94","","2","B005BIJQFQ","0736399084955","736399084955"
"Birkenstock 6119443 Tokyo Black Lthr 43","","","","$ 275.67","","","","B005BIJSSQ","0736399084986","736399084986"
"Birkenstock Professional Unisex's Tokyo Super Grip Leather, Black, 46 M EU /13-13.5 M US Men","$ 119.90","","$ 119.90","$ 167.88","$ 119.21","","2","B005BIJV10","0736399085013","736399085013"
"Birkenstock Professional Women's Tokyo Super Grip Leather Black Lthr, Schwarz, 5-5.5 Narrow","","","$ 159.52","$ 259.45","$ 159.52","","1","B005BIJDEK","0736399085051","736399085051"
"Birkenstock Professional Women's Tokyo Super Grip Leather Black Lthr, 6-6.5 Narrow","$ 144.95","","$ 144.95","$ 267.32","$ 144.95","","1","B005BIJE3A","0736399085068","736399085068"
"Birkenstock Professional Women's Tokyo Super Grip Leather Black Lthr, 7-7. 5 Narrow","$ 160.00","","$ 160.00","$ 165.00","$ 160.00","","1","B005BIJESA","0736399085075","736399085075"
"Birkenstock Professional Women's Tokyo Super Grip Leather Black Lthr, 9.5 Narrow","","","","$ 267.61","","","","B005BIJG10","0736399085099","736399085099"
"Birkenstock Professional Women's Tokyo Super Grip Leather Black Lthr, 10-10.5 Narrow","$ 154.95","","$ 154.95","$ 165.00","$ 154.95","","1","B005BIJGI8","0736399085105","736399085105"
"Birkenstock Unisex Arizona Soft Footbed Sandal,Mocha Suede,35 M EU","","","$ 145.00","$ 235.52","$ 145.00","","1","B000EYHK8C","0736399103250","736399103250"
"Birkenstock Boston Clog,Mocha Suede,36 N EU","$ 179.95","","$ 179.95","$ 342.32","$ 179.95","","1","B000EYHJP6","0736399104196","736399104196"
"Birkenstock Unisex Slingback Milano White Birko-Flor, Multi, 9 Narrow US Women","$ 107.54","","$ 107.54","$ 229.95","$ 107.54","","2","B000MSZX3O","0736399124972, 4013871638841, 4013871087847","736399124972"
"Birkenstock Women's GIzeh Thong Sandal, Black Patent, 36 M EU/5-5.5 B(M) US","","","","$ 110.00","","","","B000I66VOK","0736399125856","736399125856"
"Birkenstock Women's GIzeh Thong Sandal, Black Patent, 37 M EU/6-6.5 B(M) US","$ 87.00","","$ 87.00","$ 161.79","$ 89.00","","3","B000I66VPE","0736399125863","736399125863"
"Birkenstock Women's GIzeh Thong Sandal, Black Patent, 38 M EU/7-7.5 B(M) US","","","","$ 135.00","","","","B000I66VPO","0736399125870","736399125870"
"Birkenstock Women's GIzeh Thong Sandal, Black Patent, 42 M EU/11-11.5 B(M) US","$ 99.95","","$ 99.95","$ 159.68","$ 140.53","","3","B000I66VQS","0736399125917","736399125917"
"Birkenstock Mens Ramses Thong Sandals, Black, Size 43 EU (10-10.5 M US Men)","","","","$ 151.28","","","","B01MYWD7QU","0736399131659","736399131659"
"Birkenstock Women's Arizona Soft Footbed, Black Birko-Flor¿, 37 Regular EU","","","$ 112.41","$ 134.95","$ 112.41","","4","B00APYO9UI","0736399190328","736399190328"
"Birkenstock Women's Arizona Soft Footbed, Black Birko-Flor¿, 38 N EU","$ 105.00","","$ 104.00","$ 184.40","$ 104.00","","3","B00APYOEA8","0736399203349","736399203349"
"Birkenstock 1001259035 Air Cushion/Birkotexlined 35","","","$ 58.30","$ 83.91","","","1","B0009BBKX6","0736399235661","736399235661"
"Birkenstock Super Birki Blue EU 38","","","$ 99.95","$ 300.00","$ 99.95","","3","B000XDIUUG","0736399267716","736399267716"
"Birkenstock Super Birki Blue EU 40","","","$ 99.95","$ 140.00","$ 99.95","","1","B000XDMGD8","0736399267730","736399267730"
"Birkenstock Super Birki Blue EU 43","","","","$ 125.00","","","","B000XDPJXW","0736399267761","736399267761"
"Birkenstock Professional Unisex Profi Birki Slip Resistant Work Shoe,Black,46 M EU","$ 88.77","","$ 88.63","$ 99.95","$ 99.95","","1","B001EYI1KM","0736399345056","736399345056"
"Birkenstock Women's Madrid Birko-Flor Sandal,White,37 M EU/6-6.5 B(M) US Women/4-4.5 D(M) US Men","","","$ 96.13","$ 110.00","$ 96.13","","1","B000I654CA","0736399435528","736399435528"
"Birkenstock Women's Madrid Birko-Flor Sandal,White,37 N EU","$ 67.56","","$ 67.56","$ 99.95","$ 90.00","","1","B000I6BX3O","0736399435641","736399435641"
"Birkenstock Women's Madrid Birko-Flor Sandal,White,40 N EU","","","$ 87.94","$ 125.00","","","0","B000I68FBC","0736399435672","736399435672"
"Birkenstock Women's Madrid Birko-Flor Sandal,White,41 N EU","$ 79.95","","$ 79.95","$ 140.00","$ 79.95","","3","B000I6BX48","0736399435689","736399435689"
"Birkenstock Milano Sandal,Mocha Birkibuc,37 M EU","","","","$ 124.99","","","","B001EJNINM","0736399455441","736399455441"
"Birkenstock Milano Sandal,Mocha Birkibuc,38 M EU","$ 117.83","","$ 117.83","$ 130.00","$ 117.83","","2","B001EJNIO6","0736399455458","736399455458"
"Birkenstock Milano Sandal,Mocha Birkibuc,39 M EU","$ 117.83","","$ 117.83","$ 182.00","","","2","B001EJNIOQ","0736399455465","736399455465"
"Birkenstock Milano Sandal,Mocha Birkibuc,42 M EU","","","$ 130.00","$ 135.00","$ 130.00","","1","B001EJNIQ4","0736399455557","736399455557"
"Birkenstock Milano Sandal,Mocha Birkibuc,43 M EU","","","$ 117.83","$ 142.58","$ 117.83","","2","B001EJNIQO","0736399455564","736399455564"
"Birkenstock Milano Sandal,Mocha Birkibuc,44 M EU","","","$ 135.00","$ 189.98","$ 134.00","","1","B001EJNIR8","0736399455571","736399455571"
"Birkenstock Arizona Unisex Suede Sandal","","","$ 180.74","$ 243.79","$ 180.74","","1","B000EYFT30","0736399556414","736399556414"
"Birkenstock Women's Arizona 49 Taupe Suede","$ 135.00","","$ 135.00","$ 135.00","$ 135.00","","1","B07N15Q26G","0736399556414","736399556414"
"Birkenstock Women's Arizona 50 Taupe Suede","","","$ 155.00","$ 155.00","$ 153.00","","1","B07N139KQF","0736399556421","736399556421"
"Birkenstock Super Birki Black EU 36 (US Women's 5-5.5)","$ 79.95","","$ 79.95","$ 110.00","$ 79.95","","2","B00192KCCE","0736399567120","736399567120"
"Birkenstock Unisex Profi Birki Black Work Shoe 36 R EU","","","$ 99.95","$ 119.50","$ 99.95","","2","B006394PJ4","0736399567120","736399567120"
"Birki's Super Black Birki Clog,Black,41 M EU (10 M US Women/8 M US Men)","$ 79.95","","$ 79.95","$ 99.95","$ 79.95","","2","B000XDMHKK","0736399567175","736399567175"
"Birkenstock Unisex Profi Birki Black Work Shoe 45 R EU","","","$ 109.00","$ 165.18","$ 109.00","","3","B006398CYS","0736399567212","736399567212"
"Birkenstock Arizona Navy Birko-Flor Soft Footbed Sandal 35 R (US Women's 4-4.5)","","","$ 130.00","$ 130.00","$ 130.00","","1","B07MZYJPH6","0736399589450","736399589450"
"Birkenstock Arizona Navy Birko-Flor Soft Footbed Sandal 36 R (US Women's 5-5.5)","$ 213.56","","$ 211.56","$ 224.15","$ 211.56","","1","B07N14M575","0736399589467","736399589467"
"Birkenstock 5106136 Arizona Blue Bflor S/Fb 36","$ 115.00","","$ 115.00","$ 135.00","$ 135.00","","1","B00APYO9SU","0736399589467","736399589467"
"Birkenstock Arizona Navy Birko-Flor Soft Footbed Sandal 38 R (US Women's 7-7.5)","$ 213.56","","$ 211.56","$ 213.56","$ 211.56","","1","B07N15LVHW","0736399589481","736399589481"
"Birkenstock Unisex Arizona Blue Birko Flor Sandals - 7-7.5 B(M) US Wome","$ 103.72","","$ 103.72","$ 130.00","$ 103.72","","2","B00APYOAH0","0736399589481","736399589481"
"Birkenstock Arizona Navy Birko-Flor Soft Footbed Sandal 40 R (US Women's 9-9.5)","","","$ 134.95","$ 149.99","$ 151.35","","1","B07N15CHD9","0736399589504","736399589504"
"Birkenstock Unisex Arizona Blue Birko Flor Sandals - 10-10.5 B(M) US Women/8-8.5 D(M) US Men","","","","$ 130.00","","","","B00APYOBOM","0736399589511","736399589511"
"Birkenstock Arizona Navy Birko-Flor Soft Footbed Sandal 41 R (US Women's 10-10.5)","$ 120.00","","$ 120.00","$ 135.00","","","0","B07N13ZNVJ","0736399589511","736399589511"
"Birkenstock Arizona Navy Birko-Flor Soft Footbed Sandal 43 R (US Women's 12-12.5)","$ 94.95","","$ 94.95","$ 160.03","","","0","B07N14HVLG","0736399589535","736399589535"
"Birkenstock Arizona Navy Birko-Flor Soft Footbed Sandal 44 R (US Women's 13-13.5)","$ 85.46","","$ 85.46","$ 161.48","$ 135.00","","1","B07N14MV9N","0736399589542","736399589542"
