Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box: Current,Buy Box: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Custom_SKU,Google_Search_Link,Match,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"Steve Madden Women's Lessa Heeled Sandal, Bone Patent, 6.5",84389.0,67594.0,,,155.17,$205.14 ,$203.44 ,A1195MQ583AB5O,1.0,B095MTNZL1,0195945280492,195945280492,B0CW1XQLJ7,Steve Madden,no,GB195945280492,https://www.google.com/search?q=195945280492+Steve+Madden+Women%27s+Lessa+Heeled+Sandal%2C+Bone+Patent%2C+6.5&tbm=shop,Y,https://www.amazon.com/dp/B095MTNZL1?psc=1,"https://www.google.com/shopping/product/9847913510566743597/offers?q=195945280492&prds=cid:9847913510566743597,cond:1","Walmart - BHFO, Inc.",24.99,42.48,47.23,154.17,Y
"Steve Madden Women's Lizah Knee High Boot, Black/Black, 7",104992.0,56976.0,99.95,,99.95,$99.95 ,,-,0.0,B0C1HKSBCW,0197369241769,197369241769,B0BJ1HJL9S,Steve Madden,yes,GB197369241769,https://www.google.com/search?q=197369241769+Steve+Madden+Women%27s+Lizah+Knee+High+Boot%2C+Black%2FBlack%2C+7&tbm=shop,Y,https://www.amazon.com/dp/B0C1HKSBCW?psc=1,"https://www.google.com/shopping/product/10814664698295244630/offers?q=197369241769&prds=cid:10814664698295244630,cond:1",Nordstrom,69.96,118.93,132.22,,N
"Steve Madden Girls' Shorts - Stretch Denim Jean Shorts - 5 Pocket Jean Shorts for Girls (4-16), Size 5, Sunbleached",130050.0,364518.0,24.95,21.0,24.95,$26.95 ,,-,0.0,B0CLB71RPJ,0886785794538,886785794538,B0CLBB3WX6,Steve Madden,yes,GB886785794538,https://www.google.com/search?q=886785794538+Steve+Madden+Girls%27+Shorts+-+Stretch+Denim+Jean+Shorts+-+5+Pocket+Jean+Shorts+for+Girls+%284-16%29%2C+Size+5%2C+Sunbleached&tbm=shop,Y,https://www.amazon.com/dp/B0CLB71RPJ?psc=1,"https://www.google.com/shopping/product/6697441041431968223/offers?q=886785794538&prds=cid:6697441041431968223,cond:1",True Religion Jeans,51.4,87.38,97.15,,N
Steve Madden Chain Necklace for Apple AirPods,758755.0,625162.0,40.0,3.0,40.0,$40.00 ,,-,0.0,B0BG62LYSM,0810085334323,810085334323,B0BJ9HZBJL,Steve Madden,yes,GB810085334323,https://www.google.com/search?q=810085334323+Steve+Madden+Chain+Necklace+for+Apple+AirPods&tbm=shop,Y,https://www.amazon.com/dp/B0BG62LYSM?psc=1,"https://www.google.com/shopping/product/17095960764130253335/offers?q=810085334323&prds=cid:17095960764130253335,cond:1",Not Found,,,,,N
"Steve Madden Fashion Silicone Band for Apple Watch, Secure, Adjustable, Fits Most Wrists",90745.0,84612.0,,27.0,,$30.00 ,,-,0.0,B0BG61SSKW,0810085334217,810085334217,B0BJ9H971W,Steve Madden,yes,GB810085334217,https://www.google.com/search?q=810085334217+Steve+Madden+Fashion+Silicone+Band+for+Apple+Watch%2C+Secure%2C+Adjustable%2C+Fits+Most+Wrists&tbm=shop,Y,https://www.amazon.com/dp/B0BG61SSKW?psc=1,"https://www.google.com/shopping/product/7407365061674469031/offers?q=810085334217&prds=cid:7407365061674469031,cond:1",Not Found,,,,,N
Steve Madden Cliff Sneaker Multi Snake 9 M,90307.0,73588.0,69.99,1.0,69.99,$99.95 ,,-,0.0,B089LLWKKM,0193408206508,193408206508,B07DQ5NZ2V,Steve Madden,yes,GB193408206508,https://www.google.com/search?q=193408206508+Steve+Madden+Cliff+Sneaker+Multi+Snake+9+M&tbm=shop,N,https://www.amazon.com/dp/B089LLWKKM?psc=1,Not Found,Not Found,,,,,N
Steve Madden Cliff Sneaker Tan 5.5 M,92752.0,74966.0,32.78,9.0,32.78,$79.95 ,$88.21 ,A1195MQ583AB5O,1.0,B095H32NFD,0195945161272,195945161272,B07DQ5NZ2V,Steve Madden,yes,GB195945161272,https://www.google.com/search?q=195945161272+Steve+Madden+Cliff+Sneaker+Tan+5.5+M&tbm=shop,N,https://www.amazon.com/dp/B095H32NFD?psc=1,Not Found,Not Found,,,,,N
"Steve Madden Cliff Round-Toe Lace Up Platform Fashion Chunky Sneakers Black Gold (Black/Gold, 8.5)",92924.0,73547.0,84.99,34.0,84.99,$99.95 ,,-,0.0,B08D7C4JL8,0194068910316,194068910316,B07DQ5NZ2V,Steve Madden,yes,GB194068910316,https://www.google.com/search?q=194068910316+Steve+Madden+Cliff+Round-Toe+Lace+Up+Platform+Fashion+Chunky+Sneakers+Black+Gold+%28Black%2FGold%2C+8.5%29&tbm=shop,Y,https://www.amazon.com/dp/B08D7C4JL8?psc=1,"https://www.google.com/shopping/product/7517890329681170426/offers?q=194068910316&prds=cid:7517890329681170426,cond:1",Not Found,,,,,N
"Steve Madden Women's Cliff Sneaker, Silver Glitter, 7 M US",90520.0,74330.0,69.95,3.0,69.95,$81.96 ,,-,0.0,B093CNMG3X,0195945423219,195945423219,B07DQ5NZ2V,Steve Madden,yes,GB195945423219,https://www.google.com/search?q=195945423219+Steve+Madden+Women%27s+Cliff+Sneaker%2C+Silver+Glitter%2C+7+M+US&tbm=shop,Y,https://www.amazon.com/dp/B093CNMG3X?psc=1,"https://www.google.com/shopping/product/3879557415521565592/offers?q=195945423219&prds=cid:3879557415521565592,cond:1",Not Found,,,,,N
"Steve Madden Women's SKYLER-J, ORANGE, 10",136331.0,144744.0,22.38,1.0,11.99,$52.79 ,$19.38 ,-,1.0,B097NNVJTM,0195945725719,195945725719,B0CLCT11FG,Steve Madden,no,GB195945725719,https://www.google.com/search?q=195945725719+Steve+Madden+Women%27s+SKYLER-J%2C+ORANGE%2C+10&tbm=shop,N,https://www.amazon.com/dp/B097NNVJTM?psc=1,Not Found,Not Found,,,,,N
