Title,Sales Rank: 30 days avg.,Sales Rank: 90 days avg.,Buy Box 🚚: Current,Buy Box 🚚: Stock,New: Current,New: Highest,"New, 3rd Party FBM 🚚: 30 days avg.",Lowest FBM Seller,"Count of retrieved live offers: New, FBM",ASIN,Product Codes: EAN,Product Codes: UPC,Parent ASIN,Brand,Prime Eligible (Buy Box),Buy Box: Current,Buy Box: Stock,Match,Custom_SKU,Google_Search_Link,Amazon_link,Extraction_Link,Store,Price,Min Price,Max Price,Amazon_List_price,Can_List
"Tory Burch Women's Miller Soft Sandals, Spark Gold, 11 Medium US",140521,433024,$ 198.00,4.0,198.0,$ 198.00,$ 329.92,ANZYNJW9IIF9C,1.0,B09V7ZYHYZ,0196133156070,196133156070,B0CY1DZTKF,Tory Burch,yes,,,Y,GB196133156070,https://www.google.com/search?q=196133156070+Tory+Burch+Women%27s+Miller+Soft+Sandals%2C+Spark+Gold%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B09V7ZYHYZ?psc=1,"https://www.google.com/shopping/product/17062844583381773473/offers?q=196133156070&prds=cid:17062844583381773473,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
Tory Burch Enamel Miller Leather Flip Flop Soft Sandal Multi Basketweave Combo 8,3602569,5445329,$ 226.50,1.0,206.45,$ 259.00,$ 221.83,A13YODCX8FF1PZ,2.0,B0BNM7B2J9,0196133333808,196133333808,B0CY1DZTKF,Tory Burch,no,,,N,GB196133333808,https://www.google.com/search?q=196133333808+Tory+Burch+Enamel+Miller+Leather+Flip+Flop+Soft+Sandal+Multi+Basketweave+Combo+8&tbm=shop,https://www.amazon.com/dp/B0BNM7B2J9?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Miller Soft Sandal, Perfect Black, 9 Medium US",137562,247592,$ 195.00,3.0,195.0,$ 228.00,$ 287.42,A3GWW7CQGYIHXP,2.0,B09TTZYT96,0196133181522,196133181522,B0CTHKPRDD,Tory Burch,no,,,Y,GB196133181522,https://www.google.com/search?q=196133181522+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Perfect+Black%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B09TTZYT96?psc=1,"https://www.google.com/shopping/product/1989090794547248746/offers?q=196133181522&prds=cid:1989090794547248746,cond:1",Not Found,,,,,N
"Tory Burch Women's Miller Soft Sandal, Perfect Black, 7 Medium US",142125,248026,$ 195.00,4.0,195.0,$ 228.00,$ 197.04,A3GWW7CQGYIHXP,3.0,B09TTWPCGP,0196133181485,196133181485,B0CTHKPRDD,Tory Burch,no,,,N,GB196133181485,https://www.google.com/search?q=196133181485+Tory+Burch+Women%27s+Miller+Soft+Sandal%2C+Perfect+Black%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B09TTWPCGP?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Leather Flip Flops, Caramel Corn, Tan, 7 Medium US",154691,236359,$ 178.00,25.0,178.0,$ 178.00,,-,0.0,B0BCL6BH9S,0196133645482,196133645482,B0CKH93QXC,Tory Burch,yes,,,N,GB196133645482,https://www.google.com/search?q=196133645482+Tory+Burch+Women%27s+Leather+Flip+Flops%2C+Caramel+Corn%2C+Tan%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BCL6BH9S?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Classic Flip Flops, New Ivory, Off White, 5 Medium US",149057,244090,$ 178.00,1.0,178.0,$ 178.00,,-,0.0,B0BRSX2LVQ,0196133644997,196133644997,B0CKH93QXC,Tory Burch,yes,,,N,GB196133644997,https://www.google.com/search?q=196133644997+Tory+Burch+Women%27s+Classic+Flip+Flops%2C+New+Ivory%2C+Off+White%2C+5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BRSX2LVQ?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Black Leather Classic Flip Flop Shoes (us_footwear_size_system, adult, women, numeric, medium, numeric_6, 6)",150608,251246,$ 178.00,1.0,178.0,$ 178.00,$ 178.00,A33N1BDCZWHQT1,1.0,B0BYSC7JSW,0196133714621,196133714621,B0CKH93QXC,Tory Burch,no,,,N,GB196133714621,https://www.google.com/search?q=196133714621+Tory+Burch+Women%27s+Black+Leather+Classic+Flip+Flop+Shoes+%28us_footwear_size_system%2C+adult%2C+women%2C+numeric%2C+medium%2C+numeric_6%2C+6%29&tbm=shop,https://www.amazon.com/dp/B0BYSC7JSW?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Leather Flip Flops, Caramel Corn, Tan, 9 Medium US",150423,242695,$ 178.00,2.0,178.0,$ 178.00,,-,0.0,B0BCL47WT4,0196133645529,196133645529,B0CKH93QXC,Tory Burch,yes,,,Y,GB196133645529,https://www.google.com/search?q=196133645529+Tory+Burch+Women%27s+Leather+Flip+Flops%2C+Caramel+Corn%2C+Tan%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BCL47WT4?psc=1,"https://www.google.com/shopping/product/1625885644856101647/offers?q=196133645529&prds=cid:1625885644856101647,cond:1",Neiman Marcus,178.0,302.6,336.42,,N
"Tory Burch Women's Classic Flip Flops, Shell Pink, 8 Medium US",159354,188847,$ 178.00,3.0,178.0,$ 178.00,,-,0.0,B0C7KDFWMD,0196133949573,196133949573,B0CKH93QXC,Tory Burch,yes,,,Y,GB196133949573,https://www.google.com/search?q=196133949573+Tory+Burch+Women%27s+Classic+Flip+Flops%2C+Shell+Pink%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B0C7KDFWMD?psc=1,"https://www.google.com/shopping/product/7806591310840417870/offers?q=196133949573&prds=cid:7806591310840417870,cond:1",Nordstrom,188.0,319.6,355.32,,N
"Tory Burch Women's Classic Flip Flops, Perfect Black, 8 Medium US",150688,241194,$ 178.00,3.0,178.0,$ 178.00,$ 178.00,A33N1BDCZWHQT1,1.0,B0BRSXHB51,0196133644904,196133644904,B0CKH93QXC,Tory Burch,yes,,,N,GB196133644904,https://www.google.com/search?q=196133644904+Tory+Burch+Women%27s+Classic+Flip+Flops%2C+Perfect+Black%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BRSXHB51?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Classic Flip Flops, Shell Pink, 10 Medium US",148820,157228,$ 178.00,3.0,178.0,$ 178.00,,-,0.0,B0C7KDYKT3,0196133949429,196133949429,B0CKH93QXC,Tory Burch,yes,,,Y,GB196133949429,https://www.google.com/search?q=196133949429+Tory+Burch+Women%27s+Classic+Flip+Flops%2C+Shell+Pink%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0C7KDYKT3?psc=1,"https://www.google.com/shopping/product/8662313868260245408/offers?q=196133949429&prds=cid:8662313868260245408,cond:1",Nordstrom,188.0,319.6,355.32,,N
"Tory Burch TY6070 Sunglasses 32738Z-57 -, Lt Brown Gradient Mirror TY6070-32738Z-57",167884,194438,$ 61.27,3.0,60.62,$ 156.98,$ 64.67,A3O29CG3M5ASKS,6.0,B07QD6JP3Q,0725125012645,725125012645,,Tory Burch,yes,,,Y,GB725125012645,https://www.google.com/search?q=725125012645+Tory+Burch+TY6070+Sunglasses+32738Z-57+-%2C+Lt+Brown+Gradient+Mirror+TY6070-32738Z-57&tbm=shop,https://www.amazon.com/dp/B07QD6JP3Q?psc=1,"https://www.google.com/shopping/product/6477715657627239550/offers?q=725125012645&prds=cid:6477715657627239550,cond:1",Go-Optic.com,128.95,219.21,243.72,,N
"Tory Burch Women's Leather Flip Flops, Caramel Corn, Tan, 10 Medium US",143641,244064,$ 178.00,12.0,178.0,$ 178.00,,-,0.0,B0BCL3B15L,0196133645390,196133645390,B0CKH93QXC,Tory Burch,yes,,,N,GB196133645390,https://www.google.com/search?q=196133645390+Tory+Burch+Women%27s+Leather+Flip+Flops%2C+Caramel+Corn%2C+Tan%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BCL3B15L?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Classic Flip Flops, Spark Gold, 9 Medium US",144942,320206,$ 178.00,16.0,178.0,$ 178.00,$ 178.00,-,0.0,B0BRSYD5N6,0196133647479,196133647479,B0CKH93QXC,Tory Burch,yes,,,Y,GB196133647479,https://www.google.com/search?q=196133647479+Tory+Burch+Women%27s+Classic+Flip+Flops%2C+Spark+Gold%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BRSYD5N6?psc=1,"https://www.google.com/shopping/product/4935742830874044765/offers?q=196133647479&prds=cid:4935742830874044765,cond:1",Neiman Marcus,148.5,252.45,280.66,,N
"Tory Burch Women's Classic Flip Flops, Spark Gold, 6.5 Medium US",153434,306761,$ 178.00,1.0,178.0,$ 178.00,$ 178.00,-,0.0,B0BRSVQJFF,0196133647424,196133647424,B0CKH93QXC,Tory Burch,yes,,,N,GB196133647424,https://www.google.com/search?q=196133647424+Tory+Burch+Women%27s+Classic+Flip+Flops%2C+Spark+Gold%2C+6.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BRSVQJFF?psc=1,Not Found,Not Found,,,,,N
Tory Burch Duo Women Mini Travel Size Splash On Dabber Set Set Knock On Wood & Eau De Parfum 7 ml / 0.24 Fl Oz each EDP (2 Piece set),255452,375298,$ 30.00,177.0,30.0,$ 60.00,$ 30.17,AIGMZ9YYRPEQG,3.0,B0BWM4WFQW,0190041912025,190041912025,,Tory Burch,no,,,Y,GB190041912025,https://www.google.com/search?q=190041912025+Tory+Burch+Duo+Women+Mini+Travel+Size+Splash+On+Dabber+Set+Set+Knock+On+Wood+%26+Eau+De+Parfum+7+ml+%2F+0.24+Fl+Oz+each+EDP+%282+Piece+set%29&tbm=shop,https://www.amazon.com/dp/B0BWM4WFQW?psc=1,"https://www.google.com/shopping/product/3210504853740798775/offers?q=190041912025&prds=cid:3210504853740798775,cond:1",Not Found,,,,,N
"Tory Burch Women's Black Leather Classic Flip Flop Shoes (us_footwear_size_system, adult, women, numeric, medium, numeric_7, 7)",153854,258211,$ 178.00,2.0,178.0,$ 178.00,$ 178.00,A33N1BDCZWHQT1,1.0,B0BYS9M219,0196133714645,196133714645,B0CKH93QXC,Tory Burch,no,,,Y,GB196133714645,https://www.google.com/search?q=196133714645+Tory+Burch+Women%27s+Black+Leather+Classic+Flip+Flop+Shoes+%28us_footwear_size_system%2C+adult%2C+women%2C+numeric%2C+medium%2C+numeric_7%2C+7%29&tbm=shop,https://www.amazon.com/dp/B0BYS9M219?psc=1,"https://www.google.com/shopping/product/987829440802508252/offers?q=196133714645&prds=cid:987829440802508252,cond:1",Bloomingdale's,198.0,336.6,374.22,,N
"Tory Burch Women's Classic Flip Flops, Spark Gold, 10 Medium US",144174,272186,$ 178.00,8.0,178.0,$ 178.00,,-,0.0,B0BRSYSWBH,0196133647349,196133647349,B0CKH93QXC,Tory Burch,yes,,,Y,GB196133647349,https://www.google.com/search?q=196133647349+Tory+Burch+Women%27s+Classic+Flip+Flops%2C+Spark+Gold%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BRSYSWBH?psc=1,"https://www.google.com/shopping/product/10449279744036544115/offers?q=196133647349&prds=cid:10449279744036544115,cond:1",Nordstrom,188.0,319.6,355.32,,N
5 Tory Burch Eau De Parfum Spray Sample Travel Vial .05 Oz/1.5 Ml Each Lot,277577,244639,$ 41.98,1.0,41.98,$ 50.95,$ 42.02,A14AXND9W1JJ5B,5.0,B00PPSHLUE,0707571583771,707571583771,B0CXT2KBVF,Tory Burch,no,,,Y,GB707571583771,https://www.google.com/search?q=707571583771+5+Tory+Burch+Eau+De+Parfum+Spray+Sample+Travel+Vial+.05+Oz%2F1.5+Ml+Each+Lot&tbm=shop,https://www.amazon.com/dp/B00PPSHLUE?psc=1,"https://www.google.com/shopping/product/8249129942072387373/offers?q=707571583771&prds=cid:8249129942072387373,cond:1",Not Found,,,,,N
"Tory Burch Women's Kira Two Band Sport Sandals, Perfect Black, 10.5 Medium US",271004,1285536,$ 278.00,,278.0,$ 278.00,,-,0.0,B0BMJJ5SHH,0196133675991,196133675991,B0CPPQL477,Tory Burch,yes,,,Y,GB196133675991,https://www.google.com/search?q=196133675991+Tory+Burch+Women%27s+Kira+Two+Band+Sport+Sandals%2C+Perfect+Black%2C+10.5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BMJJ5SHH?psc=1,"https://www.google.com/shopping/product/8233483498463727965/offers?q=196133675991&prds=cid:8233483498463727965,cond:1",Nordstrom,288.0,489.6,544.32,,N
Tory Burch TY7143U 17858G 56M Grey Tri Gradient/Light Grey Dark Grey Gradient Square Sunglasses for Women + BUNDLE with Designer iWear Eyewear Kit,177998,180215,$ 130.00,22.0,130.0,$ 130.00,,-,0.0,B08JVK6BM1,0810043674959,810043674959,B09PPW492L,Tory Burch,yes,,,N,GB810043674959,https://www.google.com/search?q=810043674959+Tory+Burch+TY7143U+17858G+56M+Grey+Tri+Gradient%2FLight+Grey+Dark+Grey+Gradient+Square+Sunglasses+for+Women+%2B+BUNDLE+with+Designer+iWear+Eyewear+Kit&tbm=shop,https://www.amazon.com/dp/B08JVK6BM1?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Ella Patent Tote, Black, One Size",215271,186865,$ 235.00,247.0,235.0,"$ 1,000.00",,-,0.0,B081QSZN4B,0192485320046,192485320046,B0C3936Q7F,Tory Burch,yes,,,N,GB192485320046,https://www.google.com/search?q=192485320046+Tory+Burch+Women%27s+Ella+Patent+Tote%2C+Black%2C+One+Size&tbm=shop,https://www.amazon.com/dp/B081QSZN4B?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Kira Two Band Sport Sandals, Perfect Black, 7 Medium US",252084,778116,$ 278.00,10.0,278.0,$ 278.00,$ 278.00,A33N1BDCZWHQT1,1.0,B0BMJYYW65,0196133676073,196133676073,B0CPPQL477,Tory Burch,yes,,,Y,GB196133676073,https://www.google.com/search?q=196133676073+Tory+Burch+Women%27s+Kira+Two+Band+Sport+Sandals%2C+Perfect+Black%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BMJYYW65?psc=1,"https://www.google.com/shopping/product/15363429138150077586/offers?q=196133676073&prds=cid:15363429138150077586,cond:1",Nordstrom,288.0,489.6,544.32,,N
Sunglasses Tory Burch TY 7167 U 172813 Dark Tortoise,288043,269436,$ 79.23,18.0,78.1,$ 129.64,$ 99.15,A24G5KE2858J1Q,3.0,B09QX7ZGR4,0725125381390,725125381390,,Tory Burch,yes,,,N,GB725125381390,https://www.google.com/search?q=725125381390+Sunglasses+Tory+Burch+TY+7167+U+172813+Dark+Tortoise&tbm=shop,https://www.amazon.com/dp/B09QX7ZGR4?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, New Ivory, Off White, 11 Medium US",251501,337863,,,,$ 188.00,$ 188.00,-,,B099PMR8JR,0192485938197,192485938197,B09GNW268M,Tory Burch,no,,,Y,GB192485938197,https://www.google.com/search?q=192485938197+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+New+Ivory%2C+Off+White%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B099PMR8JR?psc=1,"https://www.google.com/shopping/product/213777701044936402/offers?q=192485938197&prds=cid:213777701044936402,cond:1",Bloomingdale's,188.0,319.6,355.32,355.32,Y
Tory Burch TY7143U Women's Sunglasses Black/Grey Gradient Polar 56,212768,233848,$ 80.72,2.0,76.63,$ 215.18,$ 84.99,A26DJR06EE8FJW,6.0,B08XNMK97T,0725125369305,725125369305,,Tory Burch,yes,,,Y,GB725125369305,https://www.google.com/search?q=725125369305+Tory+Burch+TY7143U+Women%27s+Sunglasses+Black%2FGrey+Gradient+Polar+56&tbm=shop,https://www.amazon.com/dp/B08XNMK97T?psc=1,"https://www.google.com/shopping/product/13214710857554751734/offers?q=725125369305&prds=cid:13214710857554751734,cond:1",Target,98.06,166.7,185.33,,N
"Tory Burch TY6070 Sunglasses 327111-57 -, Lt Grey Gradient TY6070-327111-57",124786,182455,$ 60.99,1.0,60.99,$ 141.30,$ 65.00,A2SZ20S0KHCSDB,4.0,B07T765KV2,"0725125363112, 0725125012621","725125012621, 725125363112",,Tory Burch,yes,,,N,"GB725125012621, 725125363112",https://www.google.com/search?q=725125012621%2C+725125363112+Tory+Burch+TY6070+Sunglasses+327111-57+-%2C+Lt+Grey+Gradient+TY6070-327111-57&tbm=shop,https://www.amazon.com/dp/B07T765KV2?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Fluorescent Pink, 7 Medium US",259422,312945,,,168.29,$ 188.00,$ 175.87,ANZYNJW9IIF9C,2.0,B0BW34L458,0196133672259,196133672259,B09GNW268M,Tory Burch,no,,,N,GB196133672259,https://www.google.com/search?q=196133672259+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Fluorescent+Pink%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW34L458?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Fluorescent Pink, 9 Medium US",255227,300145,$ 168.29,1.0,168.29,$ 203.29,$ 185.31,ANZYNJW9IIF9C,1.0,B0BW2CSGMP,0196133672273,196133672273,B09GNW268M,Tory Burch,no,,,N,GB196133672273,https://www.google.com/search?q=196133672273+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Fluorescent+Pink%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2CSGMP?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Peach Puff, Orange, 7 Medium US",266332,307888,,,230.94,$ 237.94,$ 172.72,ANZYNJW9IIF9C,1.0,B0BW2L331X,0196133672358,196133672358,B09GNW268M,Tory Burch,no,,,N,GB196133672358,https://www.google.com/search?q=196133672358+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Peach+Puff%2C+Orange%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2L331X?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Black Bubble Miller Jelly Sandals Slides Shoes (7, numeric_7)",256616,308881,,,320.93,$ 320.93,$ 246.97,ANZYNJW9IIF9C,1.0,B099PMYQD6,0192485938159,192485938159,B09GNW268M,Tory Burch,no,,,Y,GB192485938159,https://www.google.com/search?q=192485938159+Tory+Burch+Women%27s+Black+Bubble+Miller+Jelly+Sandals+Slides+Shoes+%287%2C+numeric_7%29&tbm=shop,https://www.amazon.com/dp/B099PMYQD6?psc=1,"https://www.google.com/shopping/product/16872692405404754655/offers?q=192485938159&prds=cid:16872692405404754655,cond:1",Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Fluorescent Pink, 11 Medium US",255161,306229,$ 168.29,1.0,168.29,$ 230.94,$ 173.81,ANZYNJW9IIF9C,1.0,B0BW28JT7F,0196133672198,196133672198,B09GNW268M,Tory Burch,no,,,N,GB196133672198,https://www.google.com/search?q=196133672198+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Fluorescent+Pink%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW28JT7F?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Candy Fluo, Orange, 12 Medium US",246899,304948,$ 180.00,3.0,180.0,$ 188.00,$ 180.00,A115BF239JKBH6,1.0,B0BW2CTPKB,0196133672204,196133672204,B09GNW268M,Tory Burch,no,,,N,GB196133672204,https://www.google.com/search?q=196133672204+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Candy+Fluo%2C+Orange%2C+12+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2CTPKB?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Orange Nectar/Orange Nectar, 7 Medium US",237307,303719,$ 198.00,1.0,198.0,$ 200.36,,-,0.0,B0BB84VY2Z,0196133613443,196133613443,B09GNW268M,Tory Burch,yes,,,N,GB196133613443,https://www.google.com/search?q=196133613443+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Orange+Nectar%2FOrange+Nectar%2C+7+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BB84VY2Z?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Peach Puff, Orange, 5 Medium US",240819,310166,,,230.94,$ 237.94,$ 230.94,ANZYNJW9IIF9C,1.0,B0BW284CFB,0196133672334,196133672334,B09GNW268M,Tory Burch,no,,,N,GB196133672334,https://www.google.com/search?q=196133672334+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Peach+Puff%2C+Orange%2C+5+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW284CFB?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Peach Puff, Orange, 11 Medium US",265069,306450,,,200.0,$ 237.94,$ 195.84,AC96O07U71TQ0,2.0,B0BW2LGJ66,0196133672297,196133672297,B09GNW268M,Tory Burch,no,,,Y,GB196133672297,https://www.google.com/search?q=196133672297+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Peach+Puff%2C+Orange%2C+11+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2LGJ66?psc=1,"https://www.google.com/shopping/product/14465197682710367550/offers?q=196133672297&prds=cid:14465197682710367550,cond:1",Zappos.com,128.44,218.35,242.75,,N
"Tory Burch Women's Bubble Jelly Slides, New Ivory, Off White, 9 Medium US",251812,305631,$ 188.00,8.0,188.0,$ 330.39,$ 188.00,A33N1BDCZWHQT1,1.0,B099PNDVCP,0192485938241,192485938241,B09GNW268M,Tory Burch,yes,,,Y,GB192485938241,https://www.google.com/search?q=192485938241+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+New+Ivory%2C+Off+White%2C+9+Medium+US&tbm=shop,https://www.amazon.com/dp/B099PNDVCP?psc=1,"https://www.google.com/shopping/product/213777701044936402/offers?q=192485938241&prds=cid:213777701044936402,cond:1",Bloomingdale's,188.0,319.6,355.32,,N
"Tory Burch Women's Black Bubble Miller Jelly Sandals Slides Shoes (6, numeric_6)",248539,300667,$ 188.00,2.0,188.0,$ 320.93,$ 267.11,A33N1BDCZWHQT1,2.0,B099PMMJXY,0192485938142,192485938142,B09GNW268M,Tory Burch,no,,,Y,GB192485938142,https://www.google.com/search?q=192485938142+Tory+Burch+Women%27s+Black+Bubble+Miller+Jelly+Sandals+Slides+Shoes+%286%2C+numeric_6%29&tbm=shop,https://www.amazon.com/dp/B099PMMJXY?psc=1,"https://www.google.com/shopping/product/17010149592223502864/offers?q=192485938142&prds=cid:17010149592223502864,cond:1",Saks Fifth Avenue,181.0,307.7,342.09,,N
"Tory Burch Women's Bubble Jelly Slides, Fluorescent Pink, 6 Medium US",252852,291783,,,168.29,$ 199.99,$ 195.96,ANZYNJW9IIF9C,1.0,B0BW2WTXV3,0196133672242,196133672242,B09GNW268M,Tory Burch,no,,,N,GB196133672242,https://www.google.com/search?q=196133672242+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Fluorescent+Pink%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2WTXV3?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Almond Flour, Tan, 6 Medium US",259626,316475,$ 188.00,3.0,188.0,$ 188.00,,-,0.0,B0BW2HHYVR,0196133115763,196133115763,B09GNW268M,Tory Burch,yes,,,N,GB196133115763,https://www.google.com/search?q=196133115763+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Almond+Flour%2C+Tan%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2HHYVR?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Almond Flour, Tan, 10 Medium US",253262,308103,$ 188.00,2.0,188.0,$ 188.00,,-,0.0,B0BW2TN5K5,0196133115732,196133115732,B09GNW268M,Tory Burch,yes,,,Y,GB196133115732,https://www.google.com/search?q=196133115732+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Almond+Flour%2C+Tan%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2TN5K5?psc=1,"https://www.google.com/shopping/product/17010149592223502864/offers?q=196133115732&prds=cid:17010149592223502864,cond:1",Saks Fifth Avenue,181.0,307.7,342.09,,N
"Tory Burch Women's Bubble Jelly Slides, Fluorescent Pink, 10 Medium US",258571,307758,$ 188.00,2.0,168.29,$ 230.94,$ 188.75,ANZYNJW9IIF9C,2.0,B0BW2WR36P,0196133672181,196133672181,B09GNW268M,Tory Burch,no,,,N,GB196133672181,https://www.google.com/search?q=196133672181+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Fluorescent+Pink%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW2WR36P?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly, Tory Red/Deep Purple/Light, 6 Medium US",260091,319864,$ 187.95,1.0,187.95,$ 188.00,$ 188.00,A33N1BDCZWHQT1,1.0,B0B1H2PYBD,0196133510179,196133510179,B09GNW268M,Tory Burch,yes,,,N,GB196133510179,https://www.google.com/search?q=196133510179+Tory+Burch+Women%27s+Bubble+Jelly%2C+Tory+Red%2FDeep+Purple%2FLight%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B0B1H2PYBD?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, Fluorescent Pink, 8 Medium US",249272,313818,$ 168.29,1.0,168.29,$ 203.29,$ 191.33,ANZYNJW9IIF9C,1.0,B0BW34JJQP,0196133672266,196133672266,B09GNW268M,Tory Burch,no,,,Y,GB196133672266,https://www.google.com/search?q=196133672266+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+Fluorescent+Pink%2C+8+Medium+US&tbm=shop,https://www.amazon.com/dp/B0BW34JJQP?psc=1,"https://www.google.com/shopping/product/9180702184290065708/offers?q=196133672266&prds=cid:9180702184290065708,cond:1",BHFO,146.99,249.88,277.81,,N
"Tory Burch Women's Bubble Jelly Slides, New Ivory, Off White, 5 Medium US",246768,312933,$ 188.00,2.0,188.0,$ 188.00,,-,0.0,B099PMZLFR,0192485938203,192485938203,B09GNW268M,Tory Burch,yes,,,Y,GB192485938203,https://www.google.com/search?q=192485938203+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+New+Ivory%2C+Off+White%2C+5+Medium+US&tbm=shop,https://www.amazon.com/dp/B099PMZLFR?psc=1,"https://www.google.com/shopping/product/213777701044936402/offers?q=192485938203&prds=cid:213777701044936402,cond:1",Bloomingdale's,188.0,319.6,355.32,,N
"Tory Burch Women's Bubble Jelly Slides, New Ivory, Off White, 10 Medium US",245324,296443,$ 188.00,2.0,188.0,$ 188.00,$ 188.00,A33N1BDCZWHQT1,1.0,B099PM9KBC,0192485938180,192485938180,B09GNW268M,Tory Burch,yes,,,N,GB192485938180,https://www.google.com/search?q=192485938180+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+New+Ivory%2C+Off+White%2C+10+Medium+US&tbm=shop,https://www.amazon.com/dp/B099PM9KBC?psc=1,Not Found,Not Found,,,,,N
"Tory Burch Women's Bubble Jelly Slides, New Ivory, Off White, 6 Medium US",250443,290387,$ 188.00,3.0,188.0,$ 188.00,$ 190.26,A33N1BDCZWHQT1,1.0,B099PMZYXP,0192485938210,192485938210,B09GNW268M,Tory Burch,yes,,,N,GB192485938210,https://www.google.com/search?q=192485938210+Tory+Burch+Women%27s+Bubble+Jelly+Slides%2C+New+Ivory%2C+Off+White%2C+6+Medium+US&tbm=shop,https://www.amazon.com/dp/B099PMZYXP?psc=1,Not Found,Not Found,,,,,N
